domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
data_literacy,inference,hard,Which of these is an example of Randomised trial?,random drug-or-placebo assignment is an example of Randomised trial.,,,,2,20,replacing blanks with the mean,comparing two web page designs,random drug-or-placebo assignment,studying only survivors
data_literacy,inference,hard,Which of these is an example of Cluster sampling?,surveying several entire schools is an example of Cluster sampling.,,,,0,20,surveying several entire schools,human-labelled answers,under-reporting alcohol use,p below the chosen alpha
data_literacy,inference,hard,What best describes Stratified sampling?,Stratified sampling - sampling within subgroups to keep them represented.,,,,3,20,a measure ceasing to be useful once it becomes a target,adjusting sample data to match population proportions,the verified correct values used as a reference,sampling within subgroups to keep them represented
data_literacy,viz,hard,What best describes Simpson's paradox?,Simpson's paradox - a trend that reverses when groups are combined.,,,,2,20,a sample that is not representative of the population,extra false positives from many simultaneous tests,a trend that reverses when groups are combined,training information that would not be available in practice
data_literacy,quality,hard,What best describes Outlier treatment?,Outlier treatment - deciding how to handle extreme values.,,,,2,20,the statistical properties of data changing over time,assuming correlation proves causation,deciding how to handle extreme values,a measure ceasing to be useful once it becomes a target
data_literacy,inference,hard,What best describes Cluster sampling?,Cluster sampling - sampling whole groups chosen at random.,,,,0,20,sampling whole groups chosen at random,a measure ceasing to be useful once it becomes a target,respondents answering inaccurately or untruthfully,a result unlikely to be due to chance alone
data_literacy,viz,hard,What best describes Goodhart's law?,Goodhart's law - a measure ceasing to be useful once it becomes a target.,,,,2,20,a range likely to contain the true parameter,failing to reject a false null (false negative),a measure ceasing to be useful once it becomes a target,a result unlikely to be due to chance alone
data_literacy,inference,hard,Which of these is an example of Confirmation bias?,ignoring contradictory results is an example of Confirmation bias.,,,,3,20,using the target as a feature,flagging a harmless drug as effective,comparing two web page designs,ignoring contradictory results
data_literacy,inference,hard,Which term means: the default claim of no effect or difference?,That describes Null hypothesis.,,,,3,20,Type II error,Survivorship bias,Statistical power,Null hypothesis
data_literacy,inference,hard,Which of these is an example of Survivorship bias?,praising only successful startups is an example of Survivorship bias.,,,,0,20,praising only successful startups,surveying several entire schools,under-reporting alcohol use,capping values at the 99th percentile
data_literacy,quality,hard,Which of these is an example of Ground truth?,human-labelled answers is an example of Ground truth.,,,,1,20,under-reporting alcohol use,human-labelled answers,"four plots, same mean and correlation",user behaviour shifting yearly
data_literacy,quality,hard,What best describes Reproducibility?,Reproducibility - getting the same result from the same data and method.,,,,1,20,sampling whole groups chosen at random,getting the same result from the same data and method,a result unlikely to be due to chance alone,extreme values tending to be followed by milder ones
data_literacy,inference,hard,Which term means: focusing on what passed a filter and ignoring what did not?,That describes Survivorship bias.,,,,0,20,Survivorship bias,Simpson's paradox,Cluster sampling,Null hypothesis
data_literacy,inference,hard,Which term means: sampling within subgroups to keep them represented?,That describes Stratified sampling.,,,,3,20,Multiple comparisons,Bonferroni correction,A/B test,Stratified sampling
data_literacy,quality,hard,Which term means: training information that would not be available in practice?,That describes Leakage.,,,,2,20,Type II error,Ground truth,Leakage,Statistical significance
data_literacy,inference,hard,Which term means: a result unlikely to be due to chance alone?,That describes Statistical significance.,,,,2,20,Reproducibility,Effect size,Statistical significance,Bonferroni correction
data_literacy,inference,hard,Which term means: distortion from how subjects are chosen?,That describes Selection bias.,,,,2,20,Type II error,Stratified sampling,Selection bias,Data drift
data_literacy,inference,hard,Which of these is an example of Multiple comparisons?,testing 100 hypotheses at once is an example of Multiple comparisons.,,,,3,20,comparing two web page designs,flagging a harmless drug as effective,random drug-or-placebo assignment,testing 100 hypotheses at once
data_literacy,inference,hard,Which of these is an example of Stratified sampling?,sampling each age band is an example of Stratified sampling.,,,,0,20,sampling each age band,patients given a placebo,an 80% chance to find a difference,rates flipping after pooling
data_literacy,inference,hard,Which of these is an example of Type I error?,flagging a harmless drug as effective is an example of Type I error.,,,,1,20,human-labelled answers,flagging a harmless drug as effective,capping values at the 99th percentile,testing 100 hypotheses at once
data_literacy,inference,hard,Which term means: drawing conclusions without controlling treatment?,That describes Observational study.,,,,2,20,Effect size,Confidence interval,Observational study,Reproducibility
data_literacy,inference,hard,Which term means: a range likely to contain the true parameter?,That describes Confidence interval.,,,,3,20,Leakage,Confirmation bias,Type II error,Confidence interval
data_literacy,inference,hard,What best describes Multiple comparisons?,Multiple comparisons - extra false positives from many simultaneous tests.,,,,3,20,failing to reject a false null (false negative),assuming correlation proves causation,extreme values tending to be followed by milder ones,extra false positives from many simultaneous tests
data_literacy,quality,hard,Which term means: the verified correct values used as a reference?,That describes Ground truth.,,,,0,20,Ground truth,Effect size,Cluster sampling,Randomised trial
data_literacy,inference,hard,What best describes Statistical power?,Statistical power - the chance of detecting a real effect.,,,,1,20,a range likely to contain the true parameter,the chance of detecting a real effect,adjusting sample data to match population proportions,the probability of data this extreme if the null is true
data_literacy,quality,hard,What best describes Imputation?,Imputation - filling in missing values with estimates.,,,,2,20,a controlled experiment comparing two variants,assigning treatment at random to remove bias,filling in missing values with estimates,a baseline group receiving no treatment
data_literacy,inference,hard,Which term means: the probability of data this extreme if the null is true?,That describes P-value.,,,,0,20,P-value,Outlier treatment,Control group,Goodhart's law
data_literacy,viz,hard,Which term means: assuming correlation proves causation?,That describes Correlation-causation error.,,,,0,20,Correlation-causation error,Confidence interval,Control group,Ground truth
