domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
python,output,beginner,Which statement displays the text Hello on the screen?,print() is the built-in function that writes its arguments to the screen. echo and display are not Python built-ins.,,,,1,5,"echo ""Hello""","print(""Hello"")","display(""Hello"")","write(""Hello"")"
python,variables,beginner,Which line correctly stores the number 10 in a variable named count?,"Assignment in Python is a single equals sign, with the variable name on the left. No type declaration is needed.",,,,2,5,int count = 10,count := 10,count = 10,10 = count
python,types,beginner,What is the type of the value 5 in Python?,"Whole numbers with no decimal point are integers, whose type name is int.",,,,0,5,int,float,str,bool
python,types,beginner,What is the type of the value 3.14 in Python?,"A number written with a decimal point is a floating-point number, whose type name is float.",,,,1,5,int,float,decimal,double
python,types,beginner,"What is the type of the value ""hello"" in Python?","Text wrapped in quotes is a string, whose type name is str.",,,,2,5,text,char,str,string
python,types,beginner,What is the type of the value True in Python?,"True and False are the two boolean values. Their type name is bool, and it is capitalised in Python.",,,,3,5,int,binary,boolean,bool
python,syntax,beginner,Which character starts a single-line comment in Python?,Everything after a # on a line is ignored by Python. The // and /* */ forms belong to other languages.,,,,0,5,#,//,--,/*
python,strings,beginner,"What does len(""hello"") return?",len() counts the characters in a string. The word hello has 5 characters.,"len() counts characters, not words.",,,1,5,4,5,6,1
python,lists,beginner,"Given numbers = [10, 20, 30], what does numbers[0] return?","Python indexes from 0, so index 0 is the first item, which is 10.","Python counts from 0, not 1.",,,2,5,20,0,10,30
python,strings,beginner,"What is the result of ""cat"" + ""dog""?",The + operator joins two strings end to end with nothing added between them.,,,,0,5,catdog,cat dog,cat+dog,An error
python,operators,beginner,What does 7 // 2 evaluate to?,"The // operator is floor division: it divides and then discards the fractional part, giving 3.",// throws away the remainder.,,,1,5,3.5,3,4,1
python,operators,beginner,What does 7 % 2 evaluate to?,"The % operator returns the remainder. 7 divided by 2 is 3 with 1 left over, so the result is 1.",% gives what is left over after dividing.,,,3,5,3,3.5,2,1
python,operators,beginner,What does 2 ** 3 evaluate to?,The ** operator raises a number to a power. 2 to the power of 3 is 8.,"** means ""to the power of"".",,,2,5,6,5,8,23
python,operators,beginner,What does 7 / 2 evaluate to in Python 3?,"A single slash is true division and always produces a float, so the answer is 3.5 rather than 3.",,,,0,5,3.5,3,4,1
python,conversion,beginner,"What does int(""5"") + 2 evaluate to?","int() converts the string ""5"" into the number 5, so the addition gives 7.",,,,1,5,"""52""",7,52,An error
python,conversion,beginner,"What does str(5) + ""5"" evaluate to?","str(5) makes the text ""5"", and adding two strings joins them, giving ""55"".",,,,3,5,10,55 as a number,An error,"""55"""
python,input,beginner,What type of value does input() always return?,"input() hands back whatever was typed as a string, even if it looks like a number. Convert it with int() or float() when you need arithmetic.",,,,1,5,int,str,float,It depends on what was typed
python,lists,beginner,Which line creates an empty list?,A pair of square brackets creates an empty list. Curly braces create an empty dictionary instead.,,,,0,5,items = [],items = {},items = (),items = list
python,lists,beginner,Which method adds a single item to the end of a list?,"append() adds one item to the end. add() belongs to sets, and push() is not a Python list method.",,,,2,5,add(),push(),append(),insert_end()
python,lists,beginner,"What does len([3, 6, 9, 12]) return?","len() returns how many items a list holds, and this list holds 4.",,,,1,5,3,4,12,30
python,lists,beginner,"Given colours = [""red"", ""green"", ""blue""], what does colours[-1] return?","A negative index counts backwards from the end, so -1 is the last item, ""blue"".",Negative indexes count from the end.,,,3,5,"""red""",An error,"""green""","""blue"""
python,operators,beginner,What is the difference between = and == in Python?,"= assigns a value to a variable, while == compares two values and produces True or False.",,,,0,5,"= assigns a value, == compares two values","= compares two values, == assigns a value",They mean the same thing,"= works on numbers, == works on text"
python,conditionals,beginner,Which keyword starts a conditional block in Python?,"if begins a conditional. It is followed by a condition, a colon, and an indented block.",,,,1,5,when,if,check,case
python,conditionals,beginner,Which keyword runs a block only when the earlier if condition was false and a new condition is true?,"elif means ""else if"". It tests a further condition only when the previous ones failed.",,,,2,5,elseif,otherwise,elif,orelse
python,syntax,beginner,How does Python know which lines belong inside an if block?,"Python uses indentation to define blocks. Consistent leading whitespace, not braces or keywords, marks the body.",,,,0,5,By their indentation,By curly braces,By an end keyword,By semicolons
python,booleans,beginner,What does True and False evaluate to?,"and is only True when both sides are True, so this is False.",,,,3,5,True,An error,None,False
python,booleans,beginner,What does not True evaluate to?,"not flips a boolean, so not True is False.",,,,1,5,True,False,None,0
python,strings,beginner,"What does ""abc"".upper() return?",upper() returns a new string with every letter in upper case.,,,,2,5,"""abc""",An error,"""ABC""","""Abc"""
python,strings,beginner,"What does ""HELLO"".lower() return?",lower() returns a new string with every letter in lower case.,,,,1,5,"""HELLO""","""hello""","""Hello""",An error
python,strings,beginner,"What does ""python""[0] return?","Indexing a string with 0 gives its first character, ""p"".",,,,0,5,"""p""","""python""","""n""","""py"""
python,strings,beginner,"What does ""ab"" * 3 evaluate to?","Multiplying a string by an integer repeats it that many times, giving ""ababab"".",,,,3,5,"""ab3""",An error,"""abababab""","""ababab"""
python,types,beginner,What does the value None represent in Python?,"None is a special value meaning ""no value at all"". It is not the same as 0 or an empty string.",,,,1,5,The number zero,The absence of a value,An empty string,A failed calculation
python,lists,beginner,Can a single Python list hold both numbers and strings?,"Yes. A list can hold items of any mix of types, such as [1, ""two"", 3.0].",,,,0,5,"Yes, a list can hold any mix of types","No, all items must be the same type",Only if you declare the types first,Only numbers are allowed in lists
python,tuples,beginner,Which brackets are used to write a tuple?,"Tuples use round brackets, as in (1, 2, 3). Square brackets make a list.",,,,2,5,Square brackets,Curly braces,Round brackets,Angle brackets
python,dicts,beginner,"Given ages = {""amy"": 30}, how do you read the value stored under ""amy""?",A dictionary value is read by putting its key in square brackets.,,,,1,5,ages.amy,"ages[""amy""]",ages(0),ages[0]
python,loops,beginner,How many numbers does range(5) produce?,"range(5) produces 5 numbers, from 0 up to and including 4.",range starts at 0 and stops before the number given.,,,3,5,4,6,0,5
python,loops,beginner,Which keyword starts a loop that repeats once for each item in a list?,A for loop walks through the items of a list one at a time.,,,,0,5,for,while,each,repeat
python,loops,beginner,Which keyword starts a loop that repeats as long as a condition stays true?,A while loop keeps running its body until its condition becomes false.,,,,2,5,for,until,while,loop
python,loops,beginner,What does the break statement do inside a loop?,break stops the loop immediately and continues with the code after it.,,,,1,5,Skips to the next repetition,Exits the loop immediately,Pauses the program,Restarts the loop from the beginning
python,loops,beginner,What does the continue statement do inside a loop?,continue abandons the rest of the current repetition and moves straight to the next one.,,,,0,5,Skips to the next repetition,Exits the loop immediately,Repeats the current item again,Ends the program
python,functions,beginner,Which keyword defines a function in Python?,"def introduces a function definition, followed by the name, brackets and a colon.",,,,3,5,func,function,define,def
python,functions,beginner,Which keyword sends a value back out of a function?,return hands a value back to whatever called the function and ends the call.,,,,1,5,send,return,give,output
python,functions,beginner,A function is defined as def greet(): ... . How do you run it?,"A function runs only when it is called, which means writing its name followed by brackets.",,,,0,5,greet(),greet,call greet,run greet()
python,functions,beginner,"In def add(a, b), what are a and b called?",The names listed in a function definition are its parameters. The values passed in when calling it are arguments.,,,,2,5,Variables,Results,Parameters,Keywords
python,operators,beginner,"What does the expression ""a"" in ""cat"" evaluate to?","The in operator checks for membership. The letter a does appear in ""cat"", so the result is True.",,,,0,5,True,False,1,An error
python,builtins,beginner,"What does sorted([3, 1, 2]) return?","sorted() returns a new list with the items in ascending order, leaving the original list unchanged.",,,,1,5,"[3, 2, 1]","[1, 2, 3]",None,"[3, 1, 2]"
python,builtins,beginner,"What does max([4, 9, 2]) return?","max() returns the largest item, which is 9.",,,,3,5,2,15,4,9
python,builtins,beginner,"What does sum([1, 2, 3]) return?","sum() adds up every number in the list, giving 6.",,,,0,5,6,3,123,1
python,builtins,beginner,What does round(3.7) return?,"round() rounds to the nearest whole number, and 3.7 is closer to 4.",,,,2,5,3,3.7,4,3.5
python,builtins,beginner,What does type(x) tell you?,"type() reports what kind of value x is, such as int, str or list.",,,,1,5,The value stored in x,The kind of value x is,How much memory x uses,Whether x is empty
