domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
economics,supply-demand,beginner,What is scarcity in economics?,Scarcity means that resources are limited relative to unlimited human wants. It is the fundamental economic problem.,,,,0,5,Limited resources relative to unlimited wants,An abundance of goods and services,The study of how governments set prices,When supply exceeds demand
economics,supply-demand,beginner,What does the law of demand state?,The law of demand states that as the price of a good rises the quantity demanded falls all else equal.,,,,1,5,Higher prices lead to higher quantity demanded,Higher prices lead to lower quantity demanded,Lower prices lead to lower quantity demanded,Supply and demand always balance
economics,supply-demand,beginner,What does the law of supply state?,The law of supply states that as price rises producers are willing to supply more of a good all else equal.,,,,2,5,Higher prices lead to lower quantity supplied,Higher prices have no effect on supply,Higher prices lead to higher quantity supplied,Lower prices lead to higher quantity supplied
economics,opportunity-cost,beginner,What is opportunity cost?,Opportunity cost is the value of the next best alternative you give up when making a choice.,,,,0,5,The value of the best foregone alternative,The monetary price paid for a good,The total cost of all alternatives,The time spent making a decision
economics,gdp,beginner,What does GDP stand for?,GDP stands for Gross Domestic Product. It measures the total value of all final goods and services produced in a country in a year.,,,,3,5,General Domestic Price,Gross Demand Product,Government Debt Policy,Gross Domestic Product
economics,inflation,beginner,What is inflation?,Inflation is a general rise in the overall price level in an economy over time reducing the purchasing power of money.,,,,1,5,A fall in the price of one specific good,A sustained rise in the overall price level,An increase in real wages,A decrease in government spending
economics,market-structures,beginner,What is a market in economics?,In economics a market is any arrangement through which buyers and sellers exchange goods services or resources.,,,,2,5,Only a physical place where trading occurs,Only an online platform for shopping,Any arrangement where buyers and sellers exchange goods,A government price-setting committee
economics,fiscal-policy,beginner,What is fiscal policy?,Fiscal policy refers to the use of government spending and taxation to influence the economy.,,,,0,5,Government use of spending and taxes to influence the economy,Central bank control of the money supply,A firm's pricing strategy,Rules regulating international trade
economics,monetary-policy,beginner,What institution typically conducts monetary policy in the United States?,The Federal Reserve (the Fed) is the central bank of the United States and is responsible for conducting monetary policy.,,,,3,5,The Department of the Treasury,The Internal Revenue Service,The President's Council of Economic Advisers,The Federal Reserve
economics,comparative-advantage,beginner,What is comparative advantage?,Comparative advantage is the ability to produce a good at a lower opportunity cost than another producer.,,,,1,5,Producing more of every good than competitors,Producing a good at a lower opportunity cost than others,Having the most advanced technology,Having the largest workforce
economics,supply-demand,beginner,What is a demand curve?,A demand curve shows the relationship between the price of a good and the quantity consumers are willing to buy holding other factors constant.,,,,2,5,A curve showing how supply changes with income,A curve showing government price controls,A curve showing price versus quantity demanded,A curve showing total revenue for a firm
economics,microeconomics,beginner,What does microeconomics study?,Microeconomics studies the behavior of individual consumers firms and markets rather than the economy as a whole.,,,,0,5,Individual consumers firms and specific markets,The total output of a national economy,International trade flows between countries,Government budget policies
economics,macroeconomics,beginner,What does macroeconomics study?,Macroeconomics studies the economy as a whole including total output employment and price levels.,,,,3,5,The pricing decisions of a single firm,Consumer choices in a single market,The cost structure of individual industries,The economy as a whole including GDP and inflation
economics,trade,beginner,What is an export?,An export is a good or service produced domestically and sold to buyers in other countries.,,,,1,5,A good bought from another country,A good sold to another country,A tax on foreign goods,A quota on domestic production
economics,supply-demand,beginner,What happens to a supply curve when production costs rise?,When production costs rise producers supply less at every price shifting the supply curve to the left.,,,,2,5,The supply curve shifts right,The demand curve shifts left,The supply curve shifts left,The demand curve shifts right
economics,opportunity-cost,beginner,If you spend 2 hours studying instead of working a job that pays $10 per hour what is your opportunity cost of studying?,The opportunity cost is the value of the best foregone alternative. You gave up $20 in wages so that is your opportunity cost.,,,,0,5,$20 in forgone wages,The cost of your textbooks,Your tuition fee,Zero because studying is free
economics,gdp,beginner,Which of the following is NOT counted in GDP?,GDP counts final goods and services. Intermediate goods used in production are not counted separately to avoid double counting.,,,,3,5,New cars sold to consumers,Haircuts purchased by households,Newly built houses sold,Steel used to make cars (intermediate good)
economics,inflation,beginner,What does a Consumer Price Index (CPI) measure?,The CPI measures the average change over time in prices paid by consumers for a basket of goods and services.,,,,1,5,The total output of an economy,The average price level paid by consumers for a basket of goods,The price of goods traded internationally,The wages paid to workers
economics,market-structures,beginner,How many sellers exist in a perfectly competitive market?,A perfectly competitive market has many sellers each selling identical products and no single seller can influence the market price.,,,,2,5,One dominant seller,A small number of large sellers,Many sellers of identical products,Two sellers competing for customers
economics,fiscal-policy,beginner,Which of the following is an example of fiscal policy?,Fiscal policy involves government spending and taxation decisions. Cutting income taxes is an example.,,,,0,5,The government cuts income taxes,The central bank raises interest rates,A firm lowers its prices,Consumers increase their savings
economics,monetary-policy,beginner,What is the primary tool the Federal Reserve uses to influence short-term interest rates?,The Federal Reserve's primary tool is the federal funds rate - the rate banks charge each other for overnight loans.,,,,3,5,Setting income tax rates,Changing government spending levels,Printing physical currency,Setting the federal funds rate
economics,supply-demand,beginner,What is an equilibrium price?,The equilibrium price is the price at which the quantity supplied equals the quantity demanded - markets tend to move toward this price.,,,,1,5,The highest price a firm can charge,The price where quantity supplied equals quantity demanded,The lowest price consumers are willing to pay,The government-mandated price
economics,elasticity,beginner,What does price elasticity of demand measure?,Price elasticity of demand measures how responsive the quantity demanded is to a change in price.,,,,2,5,How quickly prices change in a market,How much supply responds to an income change,How responsive quantity demanded is to a price change,How sensitive government revenue is to tax changes
economics,comparative-advantage,beginner,What is an import?,An import is a good or service produced in another country and purchased domestically.,,,,0,5,A good brought in from another country,A good sold abroad,A restriction on foreign products,A domestic subsidy for local producers
economics,consumer-theory,beginner,What is utility in economics?,Utility is the satisfaction or benefit a consumer receives from consuming a good or service.,,,,3,5,The physical usefulness of a tool,The cost of producing a product,A measure of a firm's profits,The satisfaction a consumer gets from consuming a good
economics,production-costs,beginner,What is a fixed cost?,A fixed cost is a cost that does not change with the level of output such as rent or insurance premiums.,,,,1,5,A cost that rises with each unit produced,A cost that does not change with output level,The cost of raw materials per unit,A cost set by the government
economics,externalities,beginner,What is a negative externality?,A negative externality is a cost imposed on a third party who is not part of a transaction such as pollution from a factory.,,,,2,5,A benefit received by a non-market party,A loss suffered only by the seller,A cost imposed on third parties not in the transaction,A tax imposed by the government
