domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
statistics,range,beginner,"What is the range of 27, 14, 27, 10?",$27-10=17$.,,,,1,5,14,17,27,24
statistics,mean,beginner,"What is the mean of 10, 16?",$(10+16)\div2=13$.,,,,2,5,17,10,13,12
statistics,mean,beginner,"What is the mean of 13, 28, 10?",$(13+28+10)\div3=17$.,,,,0,5,17,24,22,27
statistics,min,beginner,"What is the smallest value in 9, 30, 21, 10?",The minimum is 9.,,,,0,5,9,10,30,21
statistics,mode,beginner,"What is the mode of 4, 7, 7, 1, 7?",7 appears most often.,,,,1,5,1,7,2,4
statistics,mode,beginner,"What is the mode of 1, 7, 9, 9, 9?",9 appears most often.,,,,2,5,7,4,9,1
statistics,mean,beginner,"What is the mean of 16, 4?",$(16+4)\div2=10$.,,,,2,5,15,14,10,5
statistics,mean,beginner,"What is the mean of 11, 7?",$(11+7)\div2=9$.,,,,2,5,6,11,9,13
statistics,sum,beginner,"What is the sum of 15, 11, 15, 3?",They add to 44.,,,,3,5,41,43,49,44
statistics,median,beginner,"What is the median of 6, 13, 22, 27, 29?",The middle value is 22.,,,,2,5,26,29,22,19
statistics,median,beginner,"What is the median of 2, 18, 19, 25, 26?",The middle value is 19.,,,,1,5,16,19,26,18
statistics,min,beginner,"What is the smallest value in 31, 7, 18, 33?",The minimum is 7.,,,,3,5,33,31,18,7
statistics,median,beginner,"What is the median of 1, 4, 11, 15, 26?",The middle value is 11.,,,,2,5,8,6,11,15
statistics,mode,beginner,"What is the mode of 6, 7, 7, 7, 6?",7 appears most often.,,,,2,5,1,6,7,2
statistics,median,beginner,"What is the median of 5, 6, 9, 11, 28?",The middle value is 9.,,,,0,5,9,8,16,13
statistics,median,beginner,"What is the median of 3, 4, 11, 23, 27?",The middle value is 11.,,,,1,5,18,11,10,21
statistics,mode,beginner,"What is the mode of 5, 3, 5, 8, 5?",5 appears most often.,,,,1,5,9,5,8,3
statistics,range,beginner,"What is the range of 5, 2, 15, 18?",$18-2=16$.,,,,2,5,21,26,16,23
statistics,median,beginner,"What is the median of 11, 17, 20, 24, 29?",The middle value is 20.,,,,0,5,20,18,24,19
statistics,median,beginner,"What is the median of 5, 19, 26, 27, 29?",The middle value is 26.,,,,0,5,26,30,33,27
statistics,median,beginner,"What is the median of 2, 10, 12, 20, 28?",The middle value is 12.,,,,1,5,17,12,22,7
statistics,median,beginner,"What is the median of 16, 24, 26, 27, 30?",The middle value is 26.,,,,1,5,30,26,31,25
statistics,range,beginner,"What is the range of 18, 2, 20, 12?",$20-2=18$.,,,,1,5,20,18,19,15
statistics,sum,beginner,"What is the sum of 3, 8, 8, 4?",They add to 23.,,,,2,5,18,21,23,26
statistics,sum,beginner,"What is the sum of 14, 7, 7, 10?",They add to 38.,,,,0,5,38,33,37,45
statistics,range,beginner,"What is the range of 29, 2, 3, 18?",$29-2=27$.,,,,1,5,25,27,32,37
statistics,range,beginner,"What is the range of 1, 19, 25, 28?",$28-1=27$.,,,,1,5,26,27,34,24
statistics,range,beginner,"What is the range of 23, 2, 3, 25?",$25-2=23$.,,,,0,5,23,27,30,20
statistics,mean,beginner,"What is the mean of 9, 5?",$(9+5)\div2=7$.,,,,3,5,14,5,11,7
statistics,range,beginner,"What is the range of 30, 24, 17, 3?",$30-3=27$.,,,,3,5,34,22,25,27
statistics,sum,beginner,"What is the sum of 11, 9, 11, 13?",They add to 44.,,,,0,5,44,51,41,54
statistics,sum,beginner,"What is the sum of 15, 12, 14, 7?",They add to 48.,,,,2,5,55,50,48,53
statistics,mode,beginner,"What is the mode of 9, 6, 7, 7, 7?",7 appears most often.,,,,2,5,6,2,7,9
statistics,mean,beginner,"What is the mean of 17, 28, 12?",$(17+28+12)\div3=19$.,,,,0,5,19,20,29,26
statistics,mean,beginner,"What is the mean of 9, 11, 13?",$(9+11+13)\div3=11$.,,,,2,5,9,13,11,15
statistics,mean,beginner,"What is the mean of 14, 4, 9?",$(14+4+9)\div3=9$.,,,,0,5,9,13,8,7
statistics,mode,beginner,"What is the mode of 6, 6, 5, 8, 6?",6 appears most often.,,,,1,5,1,6,5,8
statistics,mean,beginner,"What is the mean of 13, 19?",$(13+19)\div2=16$.,,,,1,5,11,16,26,21
statistics,min,beginner,"What is the smallest value in 38, 1, 40, 27?",The minimum is 1.,,,,2,5,27,40,1,38
statistics,mean,beginner,"What is the mean of 18, 16, 17?",$(18+16+17)\div3=17$.,,,,1,5,19,17,22,20
statistics,mean,beginner,"What is the mean of 19, 9?",$(19+9)\div2=14$.,,,,1,5,18,14,12,21
statistics,mean,beginner,"What is the mean of 17, 15?",$(17+15)\div2=16$.,,,,1,5,14,16,26,20
statistics,mode,beginner,"What is the mode of 1, 9, 6, 9, 9?",9 appears most often.,,,,1,5,4,9,6,1
statistics,range,beginner,"What is the range of 6, 23, 12, 7?",$23-6=17$.,,,,3,5,14,16,22,17
statistics,sum,beginner,"What is the sum of 14, 2, 7, 6?",They add to 29.,,,,1,5,33,29,32,27
statistics,median,beginner,"What is the median of 5, 10, 16, 17, 28?",The middle value is 16.,,,,0,5,16,15,11,18
statistics,sum,beginner,"What is the sum of 11, 7, 15, 14?",They add to 47.,,,,3,5,51,48,57,47
statistics,mode,beginner,"What is the mode of 5, 6, 6, 6, 2?",6 appears most often.,,,,3,5,2,1,5,6
statistics,mode,beginner,"What is the mode of 8, 8, 8, 4, 9?",8 appears most often.,,,,0,5,8,4,3,9
statistics,range,beginner,"What is the range of 1, 30, 23, 13?",$30-1=29$.,,,,2,5,27,28,29,36
statistics,max,beginner,"What is the largest value in 19, 34, 40, 7?",The maximum is 40.,,,,0,5,40,34,7,19
statistics,mean,beginner,"What is the mean of 26, 19, 9?",$(26+19+9)\div3=18$.,,,,2,5,21,23,18,15
statistics,mode,beginner,"What is the mode of 5, 6, 5, 3, 5?",5 appears most often.,,,,0,5,5,6,3,9
statistics,mean,beginner,"What is the mean of 15, 15, 24?",$(15+15+24)\div3=18$.,,,,3,5,19,23,17,18
statistics,median,beginner,"What is the median of 15, 16, 18, 26, 30?",The middle value is 18.,,,,1,5,21,18,13,23
statistics,sum,beginner,"What is the sum of 1, 13, 3, 3?",They add to 20.,,,,1,5,18,20,21,22
statistics,max,beginner,"What is the largest value in 36, 27, 12, 10?",The maximum is 36.,,,,2,5,10,12,36,27
statistics,mode,beginner,"What is the mode of 1, 1, 1, 2, 9?",1 appears most often.,,,,0,5,1,5,9,2
statistics,median,beginner,"What is the median of 6, 7, 11, 22, 24?",The middle value is 11.,,,,1,5,12,11,8,10
statistics,sum,beginner,"What is the sum of 8, 12, 12, 12?",They add to 44.,,,,1,5,39,44,42,54
statistics,min,beginner,"What is the smallest value in 26, 3, 35, 20?",The minimum is 3.,,,,1,5,20,3,26,35
statistics,median,beginner,"What is the median of 2, 5, 21, 24, 27?",The middle value is 21.,,,,0,5,21,18,24,23
statistics,mode,beginner,"What is the mode of 7, 6, 5, 6, 6?",6 appears most often.,,,,3,5,1,5,7,6
statistics,median,beginner,"What is the median of 5, 8, 13, 15, 18?",The middle value is 13.,,,,0,5,13,12,15,23
statistics,median,beginner,"What is the median of 4, 7, 12, 20, 29?",The middle value is 12.,,,,1,5,19,12,17,15
statistics,mode,beginner,"What is the mode of 4, 8, 8, 6, 8?",8 appears most often.,,,,1,5,4,8,3,6
statistics,min,beginner,"What is the smallest value in 31, 16, 6, 28?",The minimum is 6.,,,,3,5,31,16,28,6
statistics,mean,beginner,"What is the mean of 15, 11?",$(15+11)\div2=13$.,,,,0,5,13,18,16,11
statistics,sum,beginner,"What is the sum of 15, 6, 5, 11?",They add to 37.,,,,3,5,41,34,44,37
statistics,range,beginner,"What is the range of 30, 6, 6, 30?",$30-6=24$.,,,,3,5,21,34,25,24
statistics,mean,beginner,"What is the mean of 22, 15, 23?",$(22+15+23)\div3=20$.,,,,1,5,15,20,27,18
statistics,mean,beginner,"What is the mean of 6, 11, 13?",$(6+11+13)\div3=10$.,,,,2,5,5,7,10,13
statistics,mode,beginner,"What is the mode of 6, 6, 6, 6, 3?",6 appears most often.,,,,3,5,3,1,9,6
statistics,range,beginner,"What is the range of 25, 16, 30, 20?",$30-16=14$.,,,,0,5,14,19,15,9
statistics,range,beginner,"What is the range of 10, 23, 1, 24?",$24-1=23$.,,,,1,5,20,23,28,21
statistics,mean,beginner,"What is the mean of 9, 5, 1?",$(9+5+1)\div3=5$.,,,,1,5,2,5,4,15
statistics,range,beginner,"What is the range of 4, 27, 15, 7?",$27-4=23$.,,,,3,5,33,22,28,23
statistics,max,beginner,"What is the largest value in 9, 40, 5, 29?",The maximum is 40.,,,,0,5,40,29,5,9
statistics,range,beginner,"What is the range of 15, 13, 30, 4?",$30-4=26$.,,,,0,5,26,31,36,29
statistics,mode,beginner,"What is the mode of 5, 5, 7, 7, 7?",7 appears most often.,,,,3,5,2,5,1,7
statistics,range,beginner,"What is the range of 28, 11, 28, 22?",$28-11=17$.,,,,3,5,22,16,27,17
statistics,max,beginner,"What is the largest value in 37, 7, 13, 36?",The maximum is 37.,,,,0,5,37,7,36,13
statistics,median,beginner,"What is the median of 2, 11, 17, 19, 28?",The middle value is 17.,,,,0,5,17,24,15,22
statistics,mean,beginner,"What is the mean of 2, 18, 4?",$(2+18+4)\div3=8$.,,,,1,5,9,8,13,3
statistics,sum,beginner,"What is the sum of 8, 1, 9, 11?",They add to 29.,,,,1,5,24,29,39,31
statistics,mean,beginner,"What is the mean of 26, 15, 10?",$(26+15+10)\div3=17$.,,,,1,5,21,17,18,15
statistics,max,beginner,"What is the largest value in 19, 11, 38, 12?",The maximum is 38.,,,,0,5,38,12,11,19
statistics,median,beginner,"What is the median of 1, 3, 19, 24, 26?",The middle value is 19.,,,,2,5,22,21,19,29
statistics,mean,beginner,"What is the mean of 2, 7, 6?",$(2+7+6)\div3=5$.,,,,1,5,15,5,4,3
statistics,min,beginner,"What is the smallest value in 28, 35, 9, 6?",The minimum is 6.,,,,2,5,35,28,6,9
statistics,median,beginner,"What is the median of 6, 10, 12, 14, 29?",The middle value is 12.,,,,1,5,13,12,9,15
statistics,range,beginner,"What is the range of 16, 10, 13, 28?",$28-10=18$.,,,,3,5,21,22,17,18
statistics,mean,beginner,"What is the mean of 6, 18?",$(6+18)\div2=12$.,,,,1,5,9,12,11,17
statistics,median,beginner,"What is the median of 3, 12, 21, 23, 28?",The middle value is 21.,,,,1,5,24,21,19,31
statistics,sum,beginner,"What is the sum of 1, 9, 14, 2?",They add to 26.,,,,3,5,21,30,33,26
statistics,median,beginner,"What is the median of 1, 5, 11, 12, 29?",The middle value is 11.,,,,2,5,12,15,11,16
statistics,range,beginner,"What is the range of 29, 11, 3, 9?",$29-3=26$.,,,,3,5,30,29,28,26
statistics,median,beginner,"What is the median of 14, 16, 26, 28, 30?",The middle value is 26.,,,,1,5,24,26,29,31
statistics,sum,beginner,"What is the sum of 6, 13, 9, 15?",They add to 43.,,,,3,5,44,38,42,43
statistics,sum,beginner,"What is the sum of 2, 3, 9, 15?",They add to 29.,,,,0,5,29,26,39,33
