domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
data_system,acid,hard,Which of these is an example of Isolation?,one transfer unaffected by another is an example of Isolation.,,,,2,20,always reading the newest value,seeing a not-yet-saved value,one transfer unaffected by another,promoting a new primary
data_system,isolation,hard,"Which term means: the strictest isolation, as if transactions ran one by one?",That describes Serializable.,,,,1,20,Phantom read,Serializable,Dimension table,Read committed
data_system,isolation,hard,Which of these is an example of Read committed?,no dirty reads is an example of Read committed.,,,,2,20,a replica seconds behind,a row altered mid-transaction,no dirty reads,a version-number check
data_system,perf,hard,What best describes Bloom filter?,Bloom filter - a probabilistic check for set membership.,,,,3,20,"a stored, precomputed query result",a re-read returning a changed value,committed data surviving crashes,a probabilistic check for set membership
data_system,distributed,hard,Which term means: choosing a node to coordinate writes?,That describes Leader election.,,,,0,20,Leader election,Connection saturation,Lost update,Partition tolerance
data_system,distributed,hard,Which of these is an example of Leader election?,promoting a new primary is an example of Leader election.,,,,0,20,promoting a new primary,both legs of a transfer or neither,individual sales transactions,picking two of three
data_system,modeling,hard,Which of these is an example of Fact table?,individual sales transactions is an example of Fact table.,,,,2,20,readers not blocking writers,a cached daily-sales summary,individual sales transactions,sales fact with date and product dims
data_system,modeling,hard,What best describes Fact table?,Fact table - a table of measurable business events.,,,,1,20,one shard receiving a disproportionate load,a table of measurable business events,choosing a node to coordinate writes,a table describing the context of facts
data_system,acid,hard,Which of these is an example of Atomicity?,both legs of a transfer or neither is an example of Atomicity.,,,,0,20,both legs of a transfer or neither,prepare then commit everywhere,readers not blocking writers,constraints never violated
data_system,modeling,hard,Which of these is an example of Surrogate vs natural?,an id versus an SSN is an example of Surrogate vs natural.,,,,2,20,dimensions split into sub-tables,promoting a new primary,an id versus an SSN,all writes hitting one key range
data_system,distributed,hard,Which term means: replicas converging to the same value over time?,That describes Eventual consistency.,,,,2,20,Isolation,Durability,Eventual consistency,Optimistic locking
data_system,modeling,hard,What best describes Surrogate vs natural?,Surrogate vs natural - choosing artificial versus real-world keys.,,,,2,20,giving each transaction a consistent snapshot via versions,delay before replicas reflect the primary,choosing artificial versus real-world keys,running out of available database connections
