domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
data_query,operators,beginner,What best describes Greater than?,Greater than - tests whether a value exceeds another.,,,,2,5,the named set of rows a query reads,requires multiple conditions to all be true,tests whether a value exceeds another,the statement that changes existing rows
data_query,dml,beginner,Which of these is an example of UPDATE?,UPDATE users SET active = true is an example of UPDATE.,,,,1,5,LIMIT 10,UPDATE users SET active = true,ORDER BY price DESC,SELECT * FROM products
data_query,clauses,beginner,Which term means: the clause restricting how many rows return?,That describes LIMIT.,,,,1,5,FROM,LIMIT,AND,Semicolon
data_query,basics,beginner,What best describes Alias (basic)?,Alias (basic) - a temporary name given with AS.,,,,0,5,a temporary name given with AS,tests whether a value is in a list,the marker ending a SQL statement,the statement that removes rows
data_query,basics,beginner,Which term means: the named set of rows a query reads?,That describes Table.,,,,0,5,Table,Greater than,INSERT,FROM
data_query,basics,beginner,Which term means: the marker ending a SQL statement?,That describes Semicolon.,,,,0,5,Semicolon,UPDATE,SELECT *,AND
data_query,basics,beginner,Which of these is an example of SELECT *?,SELECT * FROM products is an example of SELECT *.,,,,1,5,ORDER BY price DESC,SELECT * FROM products,WHERE status = 'active',ORDER BY name
data_query,basics,beginner,Which term means: a named field returned or filtered?,That describes Column.,,,,2,5,Equals operator,String literal,Column,BETWEEN
data_query,operators,beginner,Which of these is an example of OR?,WHERE a = 1 OR b = 2 is an example of OR.,,,,0,5,WHERE a = 1 OR b = 2,'A%' for names starting with A,FROM orders,SELECT name AS customer_name
data_query,dml,beginner,Which term means: the statement that removes rows?,That describes DELETE.,,,,3,5,Statement,Row,DISTINCT,DELETE
data_query,basics,beginner,Which of these is an example of String literal?,'hello' is an example of String literal.,,,,0,5,'hello',SELECT name FROM users,'A%' for names starting with A,WHERE status = 'active'
data_query,dml,beginner,Which term means: supplies the data for an INSERT?,That describes VALUES.,,,,1,5,OR,VALUES,Equals operator,Statement
data_query,operators,beginner,Which term means: tests whether a value is missing?,That describes IS NULL.,,,,0,5,IS NULL,Number literal,WHERE,IN
data_query,dml,beginner,Which term means: the statement that changes existing rows?,That describes UPDATE.,,,,1,5,AND,UPDATE,LIKE,NOT
data_query,clauses,beginner,Which term means: sorts results in descending order?,That describes DESC.,,,,0,5,DESC,BETWEEN,FROM,ORDER BY
data_query,operators,beginner,Which term means: tests whether a value is below another?,That describes Less than.,,,,3,5,INSERT,UPDATE,Statement,Less than
data_query,operators,beginner,What best describes BETWEEN?,BETWEEN - tests whether a value is within a range.,,,,0,5,tests whether a value is within a range,negates a condition,the statement that adds new rows,sorts results in descending order
