domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
math,calculus,expert,Derivative of $4\cos x$?,$-4\sin x$.,$\frac{d}{dx}\cos x=-\sin x$.,true,,1,30,$4\cos x$,$-4\sin x$,$-4\cos x$,$4\sin x$
math,calculus,expert,What is $\dfrac{d}{dx}x^{13}$?,Power rule: $13x^{12}$.,Power rule: $\dfrac{d}{dx}x^n=nx^{n-1}$.,true,,2,30,$x^{12}$,$13x^{13}$,$13x^{12}$,$12x^{11}$
math,calculus,expert,What is $\dfrac{d}{dx}x^{10}$?,Power rule: $10x^{9}$.,Power rule: $\dfrac{d}{dx}x^n=nx^{n-1}$.,true,,0,30,$10x^{9}$,$10x^{10}$,$9x^{8}$,$x^{9}$
math,calculus,expert,Derivative of $3x^{5}$?,$\frac{d}{dx}3x^{5}=15x^{4}$.,Power rule: $\dfrac{d}{dx}x^n=nx^{n-1}$.,true,,3,30,$3x^{4}$,$15x^{5}$,$5x^{4}$,$15x^{4}$
math,calculus,expert,Derivative of $3x^{6}$?,$\frac{d}{dx}3x^{6}=18x^{5}$.,Power rule: $\dfrac{d}{dx}x^n=nx^{n-1}$.,true,,1,30,$6x^{5}$,$18x^{5}$,$18x^{6}$,$3x^{5}$
math,calculus,expert,Derivative of $3x^{2}$?,$\frac{d}{dx}3x^{2}=6x$.,Power rule: $\dfrac{d}{dx}x^n=nx^{n-1}$.,true,,0,30,$6x$,$6x^{2}$,$2x$,$3x$
math,calculus,expert,Derivative of $5x^{3}$?,$\frac{d}{dx}5x^{3}=15x^{2}$.,Power rule: $\dfrac{d}{dx}x^n=nx^{n-1}$.,true,,0,30,$15x^{2}$,$3x^{2}$,$15x^{3}$,$5x^{2}$
math,calculus,expert,Derivative of $(5x+6)^{4}$?,Chain rule: $4(5x+6)^{3}\times5=20(5x+6)^{3}$.,Chain rule: outer derivative times inner derivative.,true,,2,30,$20(5x+6)^{4}$,$4(5x+6)^{3}$,$20(5x+6)^{3}$,$5(5x+6)^{4}$
math,calculus,expert,Derivative of $2\cos x$?,$-2\sin x$.,$\frac{d}{dx}\cos x=-\sin x$.,true,,3,30,$-2\cos x$,$2\cos x$,$2\sin x$,$-2\sin x$
math,calculus,expert,Derivative of $(3x+6)^{2}$?,Chain rule: $2(3x+6)^{1}\times3=6(3x+6)^{1}$.,Chain rule: outer derivative times inner derivative.,true,,3,30,$2(3x+6)^{1}$,$6(3x+6)^{2}$,$3(3x+6)^{2}$,$6(3x+6)^{1}$
math,calculus,expert,"What is $\int x^{2}\,dx$?",Add 1 to the power: $\frac{x^{3}}{3}+C$.,Raise the power by 1 and divide by it; add $+C$.,true,,0,30,$\frac{x^{3}}{3} + C$,$2x^{1} + C$,$2x + C$,$\frac{x^{4}}{4} + C$
math,calculus,expert,Second derivative of $x^{3}$?,"First $3x^{2}$, then $6x$.",Differentiate twice with the power rule.,true,,0,30,$6x$,$3x^{2}$,$2$,$6x^{2}$
math,calculus,expert,"Value of $\int_0^{2} x^{3}\,dx$?",$\left[\frac{x^{4}}{4}\right]_0^{2}=4$.,Antiderivative of $x^n$ is $\frac{x^{n+1}}{n+1}$.,true,,0,30,4,9,2,6
math,calculus,expert,"What is $\int x^{1}\,dx$?",Add 1 to the power: $\frac{x^{2}}{2}+C$.,Raise the power by 1 and divide by it; add $+C$.,true,,2,30,$1 + C$,$1x^{0} + C$,$\frac{x^{2}}{2} + C$,$\frac{x^{3}}{3} + C$
math,calculus,expert,What is $\dfrac{d}{dx}x^{2}$?,Power rule: $2x$.,Power rule: $\dfrac{d}{dx}x^n=nx^{n-1}$.,true,,3,30,$1$,$x$,$2x^{2}$,$2x$
math,calculus,expert,Second derivative of $x^{4}$?,"First $4x^{3}$, then $12x^{2}$.",Differentiate twice with the power rule.,true,,2,30,$4x^{3}$,$6x$,$12x^{2}$,$12x^{3}$
math,calculus,expert,Derivative of $5\cos x$?,$-5\sin x$.,$\frac{d}{dx}\cos x=-\sin x$.,true,,0,30,$-5\sin x$,$5\sin x$,$-5\cos x$,$5\cos x$
math,calculus,expert,Second derivative of $x^{7}$?,"First $7x^{6}$, then $42x^{5}$.",Differentiate twice with the power rule.,true,,3,30,$42x^{6}$,$7x^{6}$,$30x^{4}$,$42x^{5}$
math,calculus,expert,"What is $\int x^{8}\,dx$?",Add 1 to the power: $\frac{x^{9}}{9}+C$.,Raise the power by 1 and divide by it; add $+C$.,true,,2,30,$\frac{x^{10}}{10} + C$,$x^{9} + C$,$\frac{x^{9}}{9} + C$,$8x^{7} + C$
math,calculus,expert,Derivative of $6e^{2x}$?,$\frac{d}{dx}6e^{2x}=12e^{2x}$.,$\frac{d}{dx}e^{kx}=ke^{kx}$.,true,,1,30,$12e^{1x}$,$12e^{2x}$,$6ke^{x}$,$6e^{2x}$
math,calculus,expert,Derivative of $(3x+5)^{3}$?,Chain rule: $3(3x+5)^{2}\times3=9(3x+5)^{2}$.,Chain rule: outer derivative times inner derivative.,true,,1,30,$3(3x+5)^{3}$,$9(3x+5)^{2}$,$3(3x+5)^{2}$,$9(3x+5)^{3}$
math,calculus,expert,Derivative of $2\sin x$?,$2\cos x$.,$\frac{d}{dx}\sin x=\cos x$.,true,,0,30,$2\cos x$,$-2\sin x$,$2\sin x$,$-2\cos x$
