domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
finance,simple-interest,beginner,What is simple interest?,Simple interest is calculated only on the original principal amount. The formula is I = P x R x T where P is principal R is rate and T is time.,,,,0,5,Interest calculated only on the principal,Interest calculated on principal plus previously earned interest,A fee charged for using a credit card,The profit earned from selling stocks
finance,compound-interest,beginner,What is compound interest?,Compound interest is interest calculated on both the principal and the accumulated interest from previous periods. This causes wealth to grow faster than simple interest.,,,,1,5,Interest paid only on the original loan amount,Interest calculated on principal and previously accumulated interest,A penalty for early loan repayment,The interest rate set by the central bank
finance,roi,beginner,What does ROI stand for?,ROI stands for Return on Investment. It measures the gain or loss from an investment relative to the cost of the investment.,,,,2,5,Rate of Interest,Risk of Investment,Return on Investment,Revenue over Income
finance,stocks,beginner,What is a stock?,A stock represents a share of ownership in a company. Stockholders are part-owners of the company and may receive dividends and benefit from price appreciation.,,,,3,5,A loan given to a company,A government bond,A type of savings account,A share of ownership in a company
finance,bonds,beginner,What is a bond?,A bond is a fixed-income instrument that represents a loan made by an investor to a borrower. The borrower pays interest (coupon) and repays the principal at maturity.,,,,0,5,A loan from an investor to a borrower that pays regular interest,A share of ownership in a corporation,A type of mutual fund,A government tax on investments
finance,financial-ratios,beginner,What does the P/E ratio measure?,The Price-to-Earnings ratio measures how much investors are willing to pay per dollar of earnings. A higher P/E can indicate growth expectations or overvaluation.,,,,1,5,The ratio of profit to expenses,How much investors pay per dollar of company earnings,The ratio of a company's debt to its equity,The percentage return on a bond investment
finance,budgeting,beginner,What is a budget?,A budget is a financial plan that estimates income and expenses over a set period. It helps individuals and organizations allocate resources and track spending.,,,,2,5,A tax filing document,A record of past transactions,A financial plan estimating income and expenses,A type of retirement account
finance,financial-statements,beginner,What does a balance sheet show?,A balance sheet shows a company's assets liabilities and shareholders' equity at a specific point in time. It follows the equation: Assets = Liabilities + Equity.,,,,3,5,Revenue and expenses over a period,Cash inflows and outflows,How profitable a company is,A company's assets liabilities and equity at a point in time
finance,financial-statements,beginner,What does an income statement show?,An income statement (also called a profit and loss statement) shows a company's revenues expenses and net profit or loss over a specific period of time.,,,,0,5,Revenue expenses and net profit over a period,Assets and liabilities at a point in time,Cash flows from operating investing and financing,The market value of company shares
finance,cash-flow,beginner,What is cash flow?,Cash flow refers to the movement of money into and out of a business or individual's accounts. Positive cash flow means more money coming in than going out.,,,,1,5,The total revenue of a company,The movement of money in and out of an account,The interest rate on a loan,The value of a company's physical assets
finance,time-value,beginner,What is the time value of money?,The time value of money is the concept that a dollar today is worth more than a dollar in the future because today's dollar can be invested to earn a return.,,,,2,5,Money loses value due to inflation only,Interest rates always decrease over time,A dollar today is worth more than a dollar in the future,Future cash flows are always more valuable than present ones
finance,risk-return,beginner,What is the general relationship between risk and return?,Generally higher risk investments offer the potential for higher returns. Investors demand more return as compensation for taking on more risk.,,,,3,5,Higher risk always leads to lower returns,Risk and return have no relationship,Lower risk investments always outperform higher risk ones,Higher risk investments offer the potential for higher returns
finance,capital-markets,beginner,What is the primary market?,The primary market is where new securities are issued and sold for the first time directly by the issuing company to investors. IPOs happen in the primary market.,,,,0,5,Where new securities are first sold to investors,Where previously issued securities are traded between investors,A market exclusively for government bonds,A market for short-term debt instruments
finance,capital-markets,beginner,What is the secondary market?,The secondary market is where previously issued securities are bought and sold among investors. Stock exchanges like the NYSE are secondary markets.,,,,1,5,Where companies first issue shares to the public,Where previously issued securities are traded between investors,A market for commodities like gold and oil,A market for only institutional investors
finance,stocks,beginner,What is a dividend?,A dividend is a distribution of a portion of a company's earnings to its shareholders. Companies pay dividends as a way to return value to investors.,,,,2,5,The fee paid to a stockbroker,The total revenue of a company,A payment of earnings made to shareholders,The price at which a stock is first offered
finance,bonds,beginner,What is a coupon rate?,The coupon rate is the annual interest rate paid on a bond expressed as a percentage of the bond's face value. A bond with a \$1000 face value and 5% coupon pays \$50 per year.,,,,3,5,The discount rate used to value a bond,The bond's yield to maturity,The bond's credit rating,The annual interest rate paid on a bond as a percentage of face value
finance,portfolio,beginner,What is diversification?,Diversification is the strategy of spreading investments across different assets or sectors to reduce risk. If one investment loses value others may offset those losses.,,,,0,5,Spreading investments to reduce risk,Concentrating all investments in one sector,Investing only in government bonds,Selling all investments during a market downturn
finance,financial-ratios,beginner,What is liquidity?,Liquidity refers to how quickly and easily an asset can be converted to cash without significantly affecting its price. Cash is the most liquid asset.,,,,1,5,The total value of a company's assets,How easily an asset can be converted to cash,The profit margin of a company,The amount of debt a company carries
