domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
spreadsheets,pivot,medium,What does a pivot table do?,A pivot table summarises a large table by grouping rows on chosen fields and aggregating a value for each group.,,,,0,15,Groups rows by chosen fields and aggregates a value for each group,Rotates the sheet so rows become columns,Removes duplicate rows from a table,Converts a table into a chart automatically
spreadsheets,pivot,medium,What must be true of your source data before a pivot table will work well?,"Pivot tables expect a tidy rectangular table: one header row, one record per row, no blank or merged rows inside it.",,,,2,15,It must be sorted alphabetically,It must contain only numbers,"It needs one header row, one record per row and no blank or merged rows",It must be on the same sheet as the pivot table
spreadsheets,pivot,medium,"In a pivot table, what does putting a field in the Rows area do?","Each distinct value of that field becomes its own row, and the values area is aggregated within it.",,,,1,15,It filters the data to that field,It creates one row per distinct value of the field,It sorts the data by that field only,It hides the field from the summary
spreadsheets,pivot,medium,Why must a pivot table be refreshed after the source data changes?,"A pivot table works from a cached snapshot of the source, so it does not update automatically.",,,,3,15,Because pivot tables are always read-only,Because refreshing re-sorts the source data,Because the source range shrinks over time,Because it summarises a cached snapshot rather than the live data
spreadsheets,pivot,medium,What does changing a pivot value field from Sum to Count change?,The aggregation changes from adding the values to tallying how many records fall in each group.,,,,0,15,It tallies how many records are in each group instead of totalling them,It sorts the groups by size,It removes empty groups,It converts the numbers to percentages
spreadsheets,lookup,medium,Why is INDEX and MATCH often preferred to VLOOKUP in a maintained model?,"It does not depend on a fixed column offset, so inserting or moving a column does not silently break the formula.",,,,1,15,It is the only method that handles text keys,It does not break when columns are inserted or moved,It can search several workbooks at once,It never returns an error
spreadsheets,lookup,medium,What does the fourth argument of MATCH being 0 mean?,A match type of 0 requires an exact match and works on unsorted data.,,,,2,15,Return the first row of the range,Search backwards from the end,Require an exact match,Round the search value before matching
spreadsheets,lookup,medium,How can you perform a lookup on two conditions at once?,"Combining the keys, or using a multi-condition function such as XLOOKUP with a concatenated key, matches on both fields.",,,,0,15,Match on a combined key built from both fields,Run two separate VLOOKUPs and add the results,"Sort the table by both fields first, which is enough on its own",It is not possible in a spreadsheet
spreadsheets,formulas,medium,What does an array formula do differently from an ordinary one?,"It operates on whole ranges at once and can return several results, rather than working cell by cell.",,,,1,15,It repeats the same value across a range,It works on entire ranges at once and can return multiple results,It runs only when the file is opened,It converts formulas into static values
spreadsheets,formulas,medium,What does a spill range mean in a modern spreadsheet?,"One formula returns several values that automatically fill the neighbouring cells, and those cells cannot be occupied.",,,,0,15,One formula fills several neighbouring cells with its results,A formula that overflows its column width,A formula copied to too many cells,A calculation that exceeds the row limit
spreadsheets,formulas,medium,What causes a #SPILL! error?,"The formula needs to write into cells that already contain something, so it cannot lay out its results.",,,,2,15,The formula is nested too deeply,The result is too large a number,Something already occupies the cells the result needs,Two formulas reference each other
spreadsheets,performance,medium,Why can whole-column references such as A:A slow a large workbook?,"They ask the engine to consider every row in the column, which multiplies the work when many formulas do it.",,,,1,15,They use more disk space when saved,They make each formula consider every row in the column,They prevent the file from being sorted,They disable automatic recalculation
spreadsheets,performance,medium,Why are volatile functions such as NOW and RAND worth limiting?,"They recalculate on every change anywhere in the workbook, dragging every formula that depends on them along with them.",,,,0,15,"They recalculate on every change, forcing dependent formulas to recalculate too",They cannot be used inside IF statements,They return text rather than numbers,They are unavailable in shared workbooks
spreadsheets,modelling,medium,Why is it better to put an assumption such as a tax rate in its own cell than to type it into every formula?,"One labelled input cell can be changed once and flows through the whole model, and it is visible for review.",,,,3,15,It makes formulas calculate faster,Spreadsheets forbid literal numbers in formulas,It reduces the size of the file,The value can be changed in one place and is visible for review
spreadsheets,modelling,medium,What is the main risk of hardcoding a number inside a long formula?,"It is invisible to anyone reading the sheet and easy to miss when the assumption changes, so results go quietly stale.",,,,0,15,It hides an assumption that will later be missed when it changes,It always produces a #VALUE! error,It prevents the formula from being copied,It forces the workbook into manual calculation mode
spreadsheets,modelling,medium,What does a sensitivity or what-if table show you?,"It recalculates an output across a grid of input values, showing how sensitive the result is to those assumptions.",,,,1,15,Which cells changed most recently,How an output varies as one or two inputs change,Which formulas contain errors,How long the workbook takes to recalculate
spreadsheets,functions,medium,"What does =SUMPRODUCT(A1:A5, B1:B5) calculate?","It multiplies the two ranges element by element and adds the products, which is how a weighted total is built.",,,,2,15,The sum of both ranges added together,The product of the two totals,The sum of each pair multiplied together,The largest product of any pair
spreadsheets,functions,medium,Why is SUMPRODUCT a natural way to compute a weighted average numerator?,"It pairs each value with its weight, multiplies, and totals the results in one step.",,,,0,15,It multiplies each value by its weight and totals the results,It sorts the values by weight first,It ignores zero weights automatically,It divides by the number of items automatically
spreadsheets,functions,medium,What does =IFS() offer over deeply nested IF functions?,"IFS lists condition and result pairs in sequence, which is far easier to read and edit than nesting.",,,,1,15,It evaluates all conditions simultaneously,"It lists condition and result pairs in a flat, readable sequence",It allows conditions to reference other sheets,It removes the need for an else case
spreadsheets,functions,medium,What does =UNIQUE() return from a column of values?,"It returns each distinct value once, spilling the results into the cells below.",,,,3,15,The most frequent value,The number of distinct values,The values sorted alphabetically,"Each distinct value, once"
