domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
data_literacy,ethics,expert,What best describes Algorithmic bias?,Algorithmic bias - a model systematically disadvantaging a group.,,,,3,30,comparing changes over time between groups,updating beliefs with evidence using Bayes' rule,using a cutoff threshold to estimate effects,a model systematically disadvantaging a group
data_literacy,stats,expert,Which of these is an example of Survival analysis?,time until customer churn is an example of Survival analysis.,,,,0,30,time until customer churn,fitting a curve by MLE,explaining a credit decision,constant-mean white noise
data_literacy,ethics,expert,What best describes Fairness metric?,Fairness metric - a measure of equitable model treatment across groups.,,,,3,30,what would have happened under a different treatment,linking anonymised data back to individuals,how understandable a model's decisions are,a measure of equitable model treatment across groups
data_literacy,malpractice,expert,What best describes Publication bias?,Publication bias - only significant or positive results getting published.,,,,2,30,choosing parameters that make the data most probable,non-constant variance of errors across values,only significant or positive results getting published,penalising complexity to reduce overfitting
data_literacy,causal,expert,What best describes Propensity score?,Propensity score - the modelled probability of receiving treatment.,,,,2,30,non-constant variance of errors across values,hypothesising after the results are known,the modelled probability of receiving treatment,adding noise so individuals cannot be identified
data_literacy,stats,expert,Which term means: compressing many variables into a few?,That describes Dimensionality reduction.,,,,0,30,Dimensionality reduction,Causal inference,Selection on observables,Counterfactual
data_literacy,stats,expert,Which term means: splitting data repeatedly to test model generalisation?,That describes Cross-validation.,,,,3,30,Posterior probability,Survival analysis,Regression discontinuity,Cross-validation
data_literacy,causal,expert,Which term means: what would have happened under a different treatment?,That describes Counterfactual.,,,,3,30,Heteroscedasticity,Overfitting,Difference-in-differences,Counterfactual
data_literacy,ethics,expert,What best describes Differential privacy?,Differential privacy - adding noise so individuals cannot be identified.,,,,1,30,a model fitting noise rather than signal,adding noise so individuals cannot be identified,modelling time until an event occurs,compressing many variables into a few
data_literacy,ethics,expert,Which term means: how understandable a model's decisions are?,That describes Model interpretability.,,,,1,30,Counterfactual,Model interpretability,Differential privacy,Data minimisation
data_literacy,malpractice,expert,Which term means: trying analyses until a significant result appears?,That describes P-hacking.,,,,2,30,Overfitting,Regression discontinuity,P-hacking,Algorithmic bias
data_literacy,stats,expert,Which term means: the belief about a parameter before seeing data?,That describes Prior probability.,,,,2,30,Causal inference,Overfitting,Prior probability,Fairness metric
data_literacy,causal,expert,What best describes Confounder control?,Confounder control - adjusting for variables that bias a causal estimate.,,,,2,30,a series correlating with its own past values,a model fitting noise rather than signal,adjusting for variables that bias a causal estimate,collecting only the data actually needed
data_literacy,stats,expert,Which of these is an example of Stationarity?,constant-mean white noise is an example of Stationarity.,,,,1,30,controlling FDR across tests,constant-mean white noise,an assumed defect rate of 1%,scanning thousands of correlations
data_literacy,malpractice,expert,Which term means: only significant or positive results getting published?,That describes Publication bias.,,,,3,30,Causal inference,Data dredging,Selection on observables,Publication bias
data_literacy,causal,expert,Which of these is an example of Confounder control?,controlling for age and income is an example of Confounder control.,,,,2,30,not storing extra fields,null results staying in the drawer,controlling for age and income,matching similar treated and control units
data_literacy,stats,expert,What best describes Survival analysis?,Survival analysis - modelling time until an event occurs.,,,,0,30,modelling time until an event occurs,comparing changes over time between groups,assuming all confounders are measured and adjusted,choosing parameters that make the data most probable
data_literacy,stats,expert,What best describes Dimensionality reduction?,Dimensionality reduction - compressing many variables into a few.,,,,3,30,choosing parameters that make the data most probable,updating beliefs with evidence using Bayes' rule,penalising complexity to reduce overfitting,compressing many variables into a few
data_literacy,stats,expert,Which term means: modelling time until an event occurs?,That describes Survival analysis.,,,,1,30,Selection on observables,Survival analysis,Regression discontinuity,Cross-validation
data_literacy,ethics,expert,Which of these is an example of Model interpretability?,explaining a credit decision is an example of Model interpretability.,,,,2,30,no hidden bias assumption,not storing extra fields,explaining a credit decision,distance to college as an instrument
data_literacy,malpractice,expert,What best describes P-hacking?,P-hacking - trying analyses until a significant result appears.,,,,2,30,choosing parameters that make the data most probable,estimating the effect of a cause from data,trying analyses until a significant result appears,updating beliefs with evidence using Bayes' rule
data_literacy,ethics,expert,Which of these is an example of Data minimisation?,not storing extra fields is an example of Data minimisation.,,,,1,30,L2 penalty on weights,not storing extra fields,1000 resamples for a CI,constant-mean white noise
data_literacy,stats,expert,Which of these is an example of Effect modification?,a drug working only in adults is an example of Effect modification.,,,,1,30,scanning thousands of correlations,a drug working only in adults,L2 penalty on weights,controlling FDR across tests
data_literacy,stats,expert,Which of these is an example of Bayesian inference?,a posterior probability of a defect is an example of Bayesian inference.,,,,0,30,a posterior probability of a defect,PCA on survey items,claiming a finding was predicted,fitting a curve by MLE
data_literacy,stats,expert,What best describes Heteroscedasticity?,Heteroscedasticity - non-constant variance of errors across values.,,,,3,30,the modelled probability of receiving treatment,what would have happened under a different treatment,assuming all confounders are measured and adjusted,non-constant variance of errors across values
data_literacy,stats,expert,Which of these is an example of Multicollinearity?,height and arm-span as features is an example of Multicollinearity.,,,,3,30,1000 resamples for a CI,scholarship effect at a score cutoff,matching records to names,height and arm-span as features
