domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
data_system,basics,beginner,Which term means: a structure storing data in rows and columns?,That describes Table.,,,,1,5,Decimal type,Table,Integer type,Text type
data_system,basics,beginner,Which of these is an example of Column?,the Price column is an example of Column.,,,,2,5,a customer database,an is_active flag,the Price column,a database host machine
data_system,ops,beginner,What best describes Update?,Update - changing values in existing rows.,,,,1,5,a database hosted and managed over the internet,changing values in existing rows,an organised collection of data stored for easy access,a structure storing data in rows and columns
data_system,basics,beginner,Which of these is an example of Row?,a single product entry is an example of Row.,,,,0,5,a single product entry,removing a cancelled order,PostgreSQL,a quantity of 5
data_system,constraints,beginner,Which of these is an example of Default value?,status defaulting to active is an example of Default value.,,,,1,5,a customer database,status defaulting to active,a CSV file,an Orders table
data_system,basics,beginner,What best describes Index card analogy?,Index card analogy - an index speeds finding rows like a book index.,,,,3,5,data stored in a single plain table or file,a rule that a column must always have a value,a database hosted and managed over the internet,an index speeds finding rows like a book index
data_system,basics,beginner,What best describes Relational database?,Relational database - a database storing data in related tables.,,,,1,5,an index speeds finding rows like a book index,a database storing data in related tables,a single row representing one item in a table,software that stores and manages databases
data_system,basics,beginner,What best describes Column?,Column - one vertical field across all rows.,,,,2,5,data stored in a single plain table or file,a database storing data in related tables,one vertical field across all rows,removing rows from a table
data_system,ops,beginner,Which term means: adding a new row to a table?,That describes Insert.,,,,1,5,Unique key,Insert,Field,Client
data_system,types,beginner,Which term means: a column type holding fractional numbers?,That describes Decimal type.,,,,2,5,Index card analogy,Delete,Decimal type,Constraint
data_system,basics,beginner,Which of these is an example of Index card analogy?,looking up a page fast is an example of Index card analogy.,,,,1,5,the Price column,looking up a page fast,MySQL,adding a new customer
data_system,ops,beginner,Which of these is an example of Transaction (basic)?,a transfer between accounts is an example of Transaction (basic).,,,,1,5,an Excel sheet,a transfer between accounts,a name field,one order in the Orders table
data_system,basics,beginner,Which term means: one horizontal record in a table?,That describes Row.,,,,1,5,Spreadsheet,Row,NOT NULL,Server
data_system,types,beginner,Which of these is an example of Boolean type?,an is_active flag is an example of Boolean type.,,,,1,5,a document store,an is_active flag,PostgreSQL,a CSV file
data_system,basics,beginner,Which term means: a single column value within a record?,That describes Field.,,,,1,5,Table,Field,NOT NULL,Spreadsheet
data_system,types,beginner,What best describes Boolean type?,Boolean type - a column type holding true or false.,,,,3,5,a database hosted and managed over the internet,a column that assigns the next number automatically,an application that connects to the database,a column type holding true or false
data_system,constraints,beginner,What best describes Constraint?,Constraint - a rule limiting what data a column may hold.,,,,3,5,an application that connects to the database,a computer that hosts and serves the database,a column that assigns the next number automatically,a rule limiting what data a column may hold
data_system,keys,beginner,What best describes Primary key?,Primary key - a column uniquely identifying each row.,,,,3,5,a column type holding true or false,a single row representing one item in a table,an application that connects to the database,a column uniquely identifying each row
data_system,basics,beginner,Which term means: one vertical field across all rows?,That describes Column.,,,,3,5,Server,Primary key,Unique key,Column
data_system,ops,beginner,What best describes Insert?,Insert - adding a new row to a table.,,,,0,5,adding a new row to a table,a rule that a column must always have a value,removing rows from a table,a column type holding true or false
data_system,basics,beginner,What best describes Backup?,Backup - a saved copy of data for recovery.,,,,3,5,a group of changes treated as one unit,retrieving data without changing it,a value used when none is supplied,a saved copy of data for recovery
data_system,types,beginner,Which term means: a column type holding whole numbers?,That describes Integer type.,,,,0,5,Integer type,Column,Delete,Server
data_system,types,beginner,Which term means: a column type holding character strings?,That describes Text type.,,,,1,5,Decimal type,Text type,Row,Integer type
data_system,types,beginner,Which term means: a column that assigns the next number automatically?,That describes Auto-increment.,,,,3,5,Record,Date type,Transaction (basic),Auto-increment
data_system,basics,beginner,What best describes Flat file?,Flat file - data stored in a single plain table or file.,,,,1,5,the defined structure of a database,data stored in a single plain table or file,a saved copy of data for recovery,a rule limiting what data a column may hold
data_system,basics,beginner,Which term means: a computer that hosts and serves the database?,That describes Server.,,,,2,5,Transaction (basic),Cloud database,Server,Database
data_system,ops,beginner,Which of these is an example of Insert?,adding a new customer is an example of Insert.,,,,2,5,MySQL,the Price column,adding a new customer,a document store
data_system,basics,beginner,What best describes Server?,Server - a computer that hosts and serves the database.,,,,3,5,a saved copy of data for recovery,software that stores and manages databases,a column type holding fractional numbers,a computer that hosts and serves the database
data_system,basics,beginner,What best describes Schema?,Schema - the defined structure of a database.,,,,3,5,one vertical field across all rows,a structure storing data in rows and columns,retrieving data without changing it,the defined structure of a database
data_system,basics,beginner,Which of these is an example of Cloud database?,a managed cloud SQL service is an example of Cloud database.,,,,0,5,a managed cloud SQL service,a customer database,PostgreSQL,status defaulting to active
data_system,keys,beginner,Which of these is an example of Unique key?,a unique email column is an example of Unique key.,,,,3,5,a customer database,a quantity of 5,a single product entry,a unique email column
data_system,basics,beginner,"Which term means: a grid tool for tabular data, simpler than a database?",That describes Spreadsheet.,,,,2,5,Table,Constraint,Spreadsheet,Insert
