domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
cybersecurity,passwords,beginner,What makes one password stronger than another?,Length and unpredictability matter most. A long passphrase of unrelated words beats a short password with a few symbol substitutions.,,,,1,5,Replacing letters with lookalike numbers and symbols,Being long and hard to predict,Changing it every week,Containing your initials and birth year
cybersecurity,passwords,beginner,Why is reusing one password across several sites risky?,"If any one site is breached, attackers try the same address and password everywhere else, and every reused account falls at once.",,,,0,5,One breached site exposes every account sharing that password,Websites can detect reuse and lock the account,Reused passwords expire sooner,It slows down the login process
cybersecurity,passwords,beginner,What does a password manager do?,"It generates and stores a different strong password for every site, so you only have to remember one master password.",,,,2,5,Sends your passwords to the sites you visit automatically,Replaces the need for any password at all,Generates and stores a unique strong password for every site,Encrypts your internet connection
cybersecurity,authentication,beginner,What does multi-factor authentication add beyond a password?,"It requires a second, separate proof of identity, so a stolen password alone is not enough to get in.",,,,0,5,"A second, separate proof of identity",A longer password,An encrypted connection to the website,A backup copy of your account
cybersecurity,authentication,beginner,Which of these is an example of a second factor?,"A one-time code from an app is something you have, distinct from the password you know.",,,,3,5,A longer version of your password,A security question about your first pet,Your username,A one-time code from an authenticator app
cybersecurity,authentication,beginner,"The three classic authentication factors are something you know, something you have, and what?",The third is something you are: a biometric such as a fingerprint or face.,,,,1,5,Something you remember,Something you are,Something you wrote down,Something you bought
cybersecurity,phishing,beginner,What is phishing?,"Phishing is a message designed to trick you into giving up credentials or clicking something harmful, usually by impersonating someone you trust.",,,,2,5,A way of listening to network traffic,A method of guessing passwords automatically,A message impersonating someone you trust to steal credentials or spread malware,A type of firewall rule
cybersecurity,phishing,beginner,Which is the strongest warning sign in an email?,Urgency combined with an unexpected request to log in through a supplied link is the standard phishing pattern.,,,,0,5,Urgent pressure plus a link asking you to log in,The message contains an attachment,The message was sent in the evening,The message addresses you by name
cybersecurity,phishing,beginner,An email from your bank asks you to confirm your password by replying. What should you conclude?,Legitimate organisations never ask for your password. Any message that does is fraudulent.,,,,1,5,It is genuine if the logo looks right,"It is fraudulent, because real organisations never ask for your password",It is genuine if it arrived in your inbox rather than spam,It is genuine if the sender name matches the bank
cybersecurity,phishing,beginner,What is the safest way to reach your bank after a suspicious message?,"Ignore the message and go to the site yourself using a known address or the official app, so no supplied link is involved.",,,,3,5,Click the link but check the padlock first,Reply asking whether the message is genuine,Forward it to a colleague for a second opinion and then click,Ignore the message and open the site yourself from a known address
