domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
accounting,accounting-equation,easy,If total assets are \$80000 and total equity is \$35000 what are total liabilities?,Using the accounting equation: Assets = Liabilities + Equity so Liabilities = Assets - Equity = \$80000 - \$35000 = \$45000.,Assets = Liabilities + Equity,,,1,10,\$115000,\$45000,\$35000,\$80000
accounting,debits-credits,easy,Which of the following transactions would include a debit to Cash?,When a customer pays on account Cash is debited because the asset increases. All other options would credit Cash.,,,,2,10,Paying salaries to employees,Purchasing equipment on credit,Collecting cash from a customer on account,Paying an insurance premium
accounting,financial-ratios,easy,If current assets are \$60000 and current liabilities are \$20000 what is the current ratio?,Current ratio = Current Assets / Current Liabilities = \$60000 / \$20000 = 3.0. A ratio above 1 means the company has more current assets than current liabilities.,Current Ratio = Current Assets / Current Liabilities,,,0,10,3.0,0.33,2.0,4.0
accounting,journal-entries,easy,Which journal entry records the payment of salaries that were previously accrued?,Salaries were previously accrued by debiting Salaries Expense and crediting Salaries Payable. When paid the liability is debited to eliminate it and Cash is credited.,,,,3,10,Debit Salaries Expense and Credit Cash,Debit Cash and Credit Salaries Payable,Debit Salaries Expense and Credit Salaries Payable,Debit Salaries Payable and Credit Cash
accounting,inventory-methods,easy,Under the FIFO inventory method when prices are rising which result is correct?,Under FIFO the oldest (lowest cost) inventory is sold first. During rising prices this means COGS is lower and ending inventory value is higher compared to LIFO.,,,,1,10,Higher COGS and lower ending inventory,Lower COGS and higher ending inventory,Same COGS as LIFO,Lower gross profit than LIFO
accounting,accounts-receivable,easy,The net realizable value of accounts receivable equals?,Net realizable value is the amount of accounts receivable the company actually expects to collect. It equals gross accounts receivable minus the allowance for doubtful accounts.,,,,2,10,Gross accounts receivable minus sales discounts,Total credit sales minus cash collected,Gross accounts receivable minus allowance for doubtful accounts,Total accounts receivable plus interest
accounting,depreciation,easy,A company buys equipment for \$10000 with a salvage value of \$2000 and a 4-year life. What is straight-line annual depreciation?,Straight-line depreciation = (Cost - Salvage Value) / Useful Life = (\$10000 - \$2000) / 4 = \$8000 / 4 = \$2000 per year.,(Cost - Salvage) / Life,,,0,10,\$2000,\$2500,\$1000,\$8000
accounting,income-statement,easy,Which of the following would increase gross profit without changing net sales?,Lower cost of goods sold (COGS) increases gross profit because Gross Profit = Net Sales - COGS. If COGS decreases while sales stay the same gross profit increases.,,,,3,10,Higher operating expenses,Higher interest expense,More depreciation,Lower cost of goods sold
accounting,balance-sheet,easy,Which of the following best describes working capital?,Working capital = Current Assets - Current Liabilities. It measures the short-term liquidity of a company.,,,,1,10,Total assets minus total liabilities,Current assets minus current liabilities,Total revenue minus total expenses,Long-term assets minus long-term liabilities
accounting,accruals,easy,An accrued expense is best described as?,An accrued expense is one that has been incurred but not yet paid. It creates a liability at the end of the period before cash payment occurs.,,,,2,10,An expense paid before it is incurred,An expense recorded when cash is paid,An expense incurred but not yet paid,A prepaid expense used during the period
accounting,debits-credits,easy,If a company debits Accounts Receivable and credits Revenue what type of transaction occurred?,Debiting Accounts Receivable and crediting Revenue records a sale on credit. The company earned revenue but has not yet received cash.,,,,0,10,A credit sale was made,Cash was collected from a customer,An expense was paid,An asset was purchased on credit
accounting,cash-vs-accrual,easy,A company performs services in December but receives payment in January. Under accrual accounting revenue is recorded in?,Under accrual accounting revenue is recognized when earned - when the service is performed - not when payment is received. So revenue is recorded in December.,,,,3,10,January when cash is received,February at the next accounting period,Either month is acceptable,December when the service is performed
accounting,financial-statements,easy,Which of the following items appears on the statement of cash flows but NOT on the income statement?,Capital expenditures (buying equipment) appear only in the investing section of the cash flow statement - not on the income statement.,,,,1,10,Depreciation expense,Capital expenditures (buying equipment),Cost of goods sold,Operating expenses
accounting,gaap-principles,easy,The materiality principle allows companies to?,The materiality principle states that for immaterial (trivial) amounts strict adherence to GAAP is not required since the impact on financial statements is negligible.,,,,2,10,Omit major items from financial statements,Record assets at market value rather than cost,Expense minor items immediately even if they technically should be capitalized,Defer all expenses to future periods
accounting,accounts-payable,easy,When merchandise is purchased on account the journal entry is?,Purchasing merchandise on account increases Inventory (asset - debit) and creates an obligation to pay (Accounts Payable - credit the liability).,,,,0,10,Debit Inventory and Credit Accounts Payable,Debit Accounts Payable and Credit Inventory,Debit Purchases and Credit Cash,Debit Cash and Credit Inventory
accounting,financial-ratios,easy,A company has net income of \$30000 and net sales of \$150000. What is the net profit margin?,Net Profit Margin = Net Income / Net Sales = \$30000 / \$150000 = 0.20 or 20%.,Net Profit Margin = Net Income / Net Sales,,,3,10,5%,50%,2%,20%
accounting,balance-sheet,easy,Treasury stock (shares repurchased by the company) appears on the balance sheet as?,Treasury stock is a contra-equity account. It reduces stockholders equity and is listed as a deduction within the equity section.,,,,1,10,A current asset,A reduction in stockholders equity,A long-term liability,An increase in stockholders equity
accounting,journal-entries,easy,What is the journal entry to record depreciation expense?,You debit Depreciation Expense (increases the expense) and credit Accumulated Depreciation (a contra-asset that reduces the book value of the asset).,,,,2,10,Debit Asset and Credit Depreciation Expense,Debit Depreciation Expense and Credit Cash,Debit Depreciation Expense and Credit Accumulated Depreciation,Debit Accumulated Depreciation and Credit Depreciation Expense
accounting,accruals,easy,At year-end a company owes \$5000 in interest that has not been paid. What entry is required?,An interest obligation that exists but has not been paid is an accrued liability. You debit Interest Expense and credit Interest Payable.,,,,0,10,Debit Interest Expense and Credit Interest Payable,Debit Interest Payable and Credit Cash,Debit Cash and Credit Interest Expense,Debit Interest Expense and Credit Cash
accounting,depreciation,easy,Accumulated depreciation on the balance sheet is classified as?,Accumulated Depreciation is a contra-asset account. It is listed as a deduction from the related asset to show net book value.,,,,3,10,A liability,An expense,An equity account,A contra-asset account
accounting,inventory-methods,easy,Which inventory method assumes the most recently purchased goods are sold first?,LIFO stands for Last-In First-Out. It assumes the most recently purchased inventory is sold first. This is the opposite of FIFO.,,,,1,10,FIFO,LIFO,Weighted Average,Specific Identification
