domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
finance,simple-interest,easy,If you invest $1000 at 5% simple interest for 2 years what is the total interest earned?,"Using I = P x R x T: I = 1000 x 0.05 x 2 = $100. Total interest earned is $100.",I = P x R x T,,,0,10,$100,$150,$200,$250
finance,compound-interest,easy,If you invest $1000 at 10% annual compound interest for 2 years what is the total value at the end?,"FV = P x (1 + r)^n = 1000 x (1.10)^2 = 1000 x 1.21 = $1210. The investment grows to $1210.",FV = P x (1+r)^n,,,1,10,$1100,$1210,$1200,$1020
finance,roi,easy,"An investor buys stock for $200 and sells it for $250. What is the ROI?","ROI = (Net Profit / Cost) x 100 = (50 / 200) x 100 = 25%. The investor earned a 25% return.","ROI = (Gain - Cost) / Cost x 100",,,2,10,10%,20%,25%,30%
finance,financial-statements,easy,Which financial statement shows a company's profitability over a period?,The income statement (also called profit and loss statement) reports revenues and expenses over a specific time period showing the net profit or loss.,,,,3,10,Balance sheet,Cash flow statement,Statement of changes in equity,Income statement
finance,bonds,easy,"A bond has a face value of $1000 and a coupon rate of 6%. What is the annual coupon payment?","Annual coupon = Face value x Coupon rate = 1000 x 0.06 = $60. The bondholder receives $60 per year.","Coupon = Face Value x Rate",,,0,10,$60,$600,$6,$16
finance,financial-ratios,easy,"A company has current assets of $500 and current liabilities of $250. What is the current ratio?","Current ratio = Current assets / Current liabilities = 500 / 250 = 2.0. A ratio of 2 means the company has $2 of assets for every $1 of liabilities.","Current Ratio = Current Assets / Current Liabilities",,,1,10,0.5,2.0,1.5,0.25
finance,stocks,easy,"A stock pays an annual dividend of $3 and its current price is $60. What is the dividend yield?","Dividend yield = Annual dividend / Stock price = 3 / 60 = 0.05 = 5%. Dividend yield shows the income return on a stock.","Dividend Yield = Dividend / Price",,,2,10,2%,3%,5%,18%
finance,time-value,easy,"Which is worth more: $1000 today or $1000 in 3 years?","$1000 today is worth more because it can be invested now to earn returns. This is the core principle of the time value of money - a dollar today is worth more than a dollar in the future.",,,,3,10,$1000 in 3 years because of inflation,$1000 in 3 years because it grows,They are worth exactly the same,$1000 today because it can be invested and grow
finance,risk-return,easy,Which investment typically offers the highest long-term return?,"Historically stocks have provided the highest long-term returns among major asset classes averaging about 7-10% annually after inflation though they carry higher short-term risk.",,,,0,10,Stocks,Government bonds,Savings accounts,Certificates of deposit
finance,budgeting,easy,"A person earns $3000 per month and spends $2500 on expenses. What is the monthly budget surplus?","Budget surplus = Income - Expenses = 3000 - 2500 = $500. The person has $500 left over each month that can be saved or invested.",,,,1,10,$200,$500,$550,$300
finance,cash-flow,easy,Which activity in the cash flow statement reflects cash from selling equipment?,"Selling equipment is an investing activity because it involves the sale of a long-term asset. Investing activities include purchases and sales of property plant and equipment.",,,,2,10,Operating activities,Financing activities,Investing activities,Administrative activities
finance,financial-ratios,easy,"A company earns net income of $200000 and has equity of $1000000. What is the ROE?","ROE = Net Income / Shareholders' Equity = 200000 / 1000000 = 0.20 = 20%. ROE measures how effectively management uses equity to generate profit.","ROE = Net Income / Equity",,,3,10,5%,10%,15%,20%
finance,bonds,easy,When a bond is said to trade at a premium what does that mean?,A bond trades at a premium when its market price is above its face value. This usually happens when the bond's coupon rate is higher than current market interest rates.,,,,0,10,"When market price is above face value","When market price equals face value","When market price is below face value","When the bond has a high credit rating"
finance,portfolio,easy,What is the benefit of adding an asset with low correlation to a portfolio?,"Adding a low-correlation asset reduces overall portfolio risk (standard deviation) without necessarily reducing expected returns. This is the principle behind diversification - assets that don't move together smooth out volatility.",,,,1,10,It always increases portfolio returns,It reduces risk without necessarily reducing expected return,It eliminates all investment risk,It guarantees positive returns in all markets
finance,capital-structure,easy,What is the debt-to-equity ratio measuring?,"The debt-to-equity (D/E) ratio measures how much debt a company uses relative to equity to finance its assets. A high D/E ratio indicates more financial leverage and potentially higher risk.","D/E = Total Debt / Total Equity",,,2,10,How much of company revenue comes from debt payments,How quickly a company can pay off its debt,The proportion of financing from debt versus equity,The amount of interest paid relative to earnings
finance,financial-statements,easy,On a balance sheet assets always equal what?,"The balance sheet identity is: Assets = Liabilities + Shareholders' Equity. This equation must always balance - every asset is financed by either debt (liabilities) or owner investment (equity).",,,,3,10,Revenue minus expenses,Total cash on hand,Total market value of the company,Liabilities plus shareholders' equity
finance,simple-interest,easy,"You borrow $2000 at 6% simple interest per year. How much total do you owe after 3 years?","I = P x R x T = 2000 x 0.06 x 3 = $360. Total = Principal + Interest = 2000 + 360 = $2360.","Total = P + (P x R x T)",,,0,10,$2360,$2120,$2600,$2060
finance,time-value,easy,What happens to the present value of a future cash flow when the discount rate increases?,When the discount rate increases the present value of a future cash flow decreases. Dividing by a larger discount factor makes the present value smaller.,,,,1,10,Present value increases,Present value decreases,Present value stays the same,Present value becomes negative
finance,roi,easy,"An investor purchases a rental property for $100000 and earns $8000 net annual income. What is the annual ROI?","ROI = Net Income / Cost x 100 = 8000 / 100000 x 100 = 8%. The property generates an 8% return on the invested capital.","ROI = Net Income / Cost x 100",,,2,10,4%,6%,8%,12%
finance,market-efficiency,easy,What is the Efficient Market Hypothesis (EMH)?,"The EMH states that asset prices fully reflect all available information so it is impossible to consistently beat the market through stock selection or timing. Returns above the market are attributed to luck or risk rather than skill.",,,,3,10,Markets are always perfectly priced with no volatility,Only professional investors have access to true market information,Central banks control all market prices,Prices reflect all available information making it hard to consistently beat the market
finance,stocks,easy,What is earnings per share (EPS)?,EPS = Net Income / Number of shares outstanding. It shows the portion of a company's profit allocated to each outstanding share and is a key metric for valuing stocks.,,,,0,10,Net income divided by shares outstanding,Stock price divided by annual earnings,Total dividends divided by number of shareholders,Revenue divided by total number of shares
finance,bonds,easy,What is yield to maturity (YTM)?,YTM is the total return an investor will earn if a bond is held to maturity. It accounts for the bond's coupon payments face value and current market price expressed as an annual rate.,,,,1,10,The coupon rate divided by face value,The total return if a bond is held to maturity,The annual price appreciation of a bond,The spread between a bond's buy and sell price
finance,financial-ratios,easy,"A company has gross profit of $400000 and revenue of $1000000. What is the gross profit margin?","Gross Profit Margin = Gross Profit / Revenue x 100 = 400000 / 1000000 x 100 = 40%. This measures profitability before operating expenses.","Margin = Gross Profit / Revenue x 100",,,2,10,25%,30%,40%,60%
finance,capital-markets,easy,What is an index fund?,An index fund is a type of investment fund that tracks a specific market index such as the S&P 500. It is a passive investment strategy offering broad diversification at low cost.,,,,3,10,A fund that actively selects stocks to beat the market,A fund that invests only in bonds and fixed income,A fund that tracks a specific market index passively,A fund that focuses only on international markets
finance,cash-flow,easy,"A company has net income of $500000 and depreciation of $80000. What is the approximate operating cash flow?","Operating cash flow approximates to Net Income + Depreciation (since depreciation is a non-cash expense). 500000 + 80000 = $580000. Depreciation is added back because it reduced net income but involved no cash payment.","OCF approx = Net Income + Depreciation",,,0,10,$580000,$420000,$500000,$640000
finance,budgeting,easy,What is the 50/30/20 rule in personal budgeting?,"The 50/30/20 rule suggests allocating 50% of after-tax income to needs (rent, food), 30% to wants (entertainment, dining), and 20% to savings and debt repayment.",,,,1,10,"50% taxes 30% spending 20% charity","50% needs 30% wants 20% savings and debt","50% investments 30% expenses 20% taxes","50% income 30% debt 20% emergencies"
