domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
data_system,normalization,medium,Which of these is an example of Update anomaly?,a name changed in only one place is an example of Update anomaly.,,,,0,15,a name changed in only one place,an index that avoids table reads,nightly loads into a warehouse,many users buying simultaneously
data_system,normalization,medium,Which term means: one column's value determining another?,That describes Functional dependency.,,,,3,15,Normalisation,Left join,Rollback,Functional dependency
data_system,kinds,medium,Which of these is an example of ETL?,nightly loads into a warehouse is an example of ETL.,,,,1,15,rows in insertion order,nightly loads into a warehouse,storing a precomputed total,transform inside the warehouse
data_system,joins,medium,Which term means: a table joined to itself?,That describes Self join.,,,,3,15,Second normal form,Cardinality,Join,Self join
data_system,joins,medium,Which of these is an example of Self join?,employees joined to managers is an example of Self join.,,,,2,15,a name changed in only one place,orders joined to customers,employees joined to managers,removing transitive dependencies
data_system,kinds,medium,Which of these is an example of Data warehouse?,a central reporting store is an example of Data warehouse.,,,,3,15,many users buying simultaneously,rows in insertion order,"all customers, orders if any",a central reporting store
data_system,perf,medium,What best describes Covering index?,Covering index - an index containing all columns a query needs.,,,,0,15,an index containing all columns a query needs,an index covering more than one column,transactions each waiting on the other forever,reading every row because no index helps
data_system,transactions,medium,Which term means: transactions each waiting on the other forever?,That describes Deadlock.,,,,0,15,Deadlock,ER diagram,ETL,Redundancy
data_system,perf,medium,What best describes Sharding?,Sharding - spreading data across multiple servers.,,,,0,15,spreading data across multiple servers,the same data stored in more than one place,a table joined to itself,each column holds a single atomic value
data_system,joins,medium,What best describes Left join?,Left join - all rows from the left table plus any matches.,,,,3,15,transactions each waiting on the other forever,returning only rows matching in both tables,redundancy causing inconsistent updates,all rows from the left table plus any matches
data_system,normalization,medium,Which term means: the same data stored in more than one place?,That describes Redundancy.,,,,2,15,Second normal form,Join,Redundancy,Read replica
data_system,normalization,medium,What best describes Redundancy?,Redundancy - the same data stored in more than one place.,,,,3,15,multiple transactions running at once,every combination of rows from both tables,an index covering more than one column,the same data stored in more than one place
data_system,joins,medium,Which of these is an example of Cross join?,a Cartesian product is an example of Cross join.,,,,3,15,users A-M on one server,a customer name repeated per order,many users buying simultaneously,a Cartesian product
data_system,kinds,medium,What best describes ELT?,"ELT - loading raw data first, then transforming in place.",,,,2,15,a table linking two tables in a many-to-many,a copy serving read queries to reduce load,"loading raw data first, then transforming in place",a table joined to itself
data_system,storage,medium,Which of these is an example of Clustered index?,rows stored by id order is an example of Clustered index.,,,,3,15,employees joined to managers,high cardinality on email,an enrollments table,rows stored by id order
data_system,normalization,medium,Which term means: no partial dependency on part of a composite key?,That describes Second normal form.,,,,1,15,Read replica,Second normal form,Update anomaly,Data lake
data_system,transactions,medium,Which term means: multiple transactions running at once?,That describes Concurrency.,,,,2,15,Redundancy,Left join,Concurrency,Inner join
data_system,storage,medium,What best describes Heap?,Heap - a table stored without a sorted order.,,,,1,15,an index that defines the physical row order,a table stored without a sorted order,undoing a transaction's changes,switching to a standby when the primary fails
data_system,kinds,medium,What best describes Data lake?,Data lake - a store of raw data in many formats.,,,,2,15,the same data stored in more than one place,no non-key column depending on another non-key,a store of raw data in many formats,switching to a standby when the primary fails
data_system,perf,medium,Which of these is an example of Cardinality?,high cardinality on email is an example of Cardinality.,,,,3,15,a bank transfer,many users buying simultaneously,promoting a replica,high cardinality on email
data_system,perf,medium,Which term means: spreading data across multiple servers?,That describes Sharding.,,,,0,15,Sharding,Denormalisation,ER diagram,Clustered index
data_system,transactions,medium,Which of these is an example of Transaction?,a bank transfer is an example of Transaction.,,,,1,15,nightly loads into a warehouse,a bank transfer,cancelling a failed transfer,moving attributes off a partial key
data_system,transactions,medium,Which of these is an example of Deadlock?,two transfers blocking each other is an example of Deadlock.,,,,3,15,an index that avoids table reads,scanning all rows for a match,high cardinality on email,two transfers blocking each other
data_system,perf,medium,Which term means: reading every row because no index helps?,That describes Full table scan.,,,,2,15,ETL,First normal form,Full table scan,Update anomaly
data_system,transactions,medium,Which term means: a unit of work that fully succeeds or fully fails?,That describes Transaction.,,,,0,15,Transaction,Cross join,Read replica,First normal form
data_system,normalization,medium,Which of these is an example of Redundancy?,a customer name repeated per order is an example of Redundancy.,,,,3,15,"an index on (last, first)",rows in insertion order,rows stored by id order,a customer name repeated per order
data_system,model,medium,What best describes ER diagram?,ER diagram - a diagram of entities and their relationships.,,,,3,15,adding redundancy to speed up reads,making a transaction's changes permanent,an index that defines the physical row order,a diagram of entities and their relationships
data_system,normalization,medium,Which term means: redundancy causing inconsistent updates?,That describes Update anomaly.,,,,0,15,Update anomaly,Read replica,Heap,Rollback
data_system,joins,medium,Which term means: all rows from the left table plus any matches?,That describes Left join.,,,,1,15,Rollback,Left join,Data lake,Second normal form
data_system,normalization,medium,Which term means: each column holds a single atomic value?,That describes First normal form.,,,,2,15,Inner join,Sharding,First normal form,Self join
data_system,joins,medium,Which of these is an example of Inner join?,orders that have a customer is an example of Inner join.,,,,3,15,a customer name repeated per order,rows in insertion order,cancelling a failed transfer,orders that have a customer
data_system,kinds,medium,Which of these is an example of Data lake?,raw logs and files is an example of Data lake.,,,,3,15,moving attributes off a partial key,no comma-separated lists in a cell,promoting a replica,raw logs and files
data_system,transactions,medium,What best describes Transaction?,Transaction - a unit of work that fully succeeds or fully fails.,,,,0,15,a unit of work that fully succeeds or fully fails,a system for storing data for analysis and reporting,no partial dependency on part of a composite key,a store of raw data in many formats
data_system,transactions,medium,Which of these is an example of Commit?,saving a completed order is an example of Commit.,,,,1,15,storing a precomputed total,saving a completed order,"an index on (last, first)","all customers, orders if any"
data_system,normalization,medium,What best describes Second normal form?,Second normal form - no partial dependency on part of a composite key.,,,,2,15,an index that defines the physical row order,redundancy causing inconsistent updates,no partial dependency on part of a composite key,an index covering more than one column
data_system,storage,medium,Which term means: a table stored without a sorted order?,That describes Heap.,,,,3,15,Data lake,Self join,First normal form,Heap
data_system,normalization,medium,What best describes Third normal form?,Third normal form - no non-key column depending on another non-key.,,,,1,15,returning only rows matching in both tables,no non-key column depending on another non-key,a table linking two tables in a many-to-many,"extract, transform and load data into a target"
data_system,kinds,medium,What best describes ETL?,"ETL - extract, transform and load data into a target.",,,,1,15,a system for storing data for analysis and reporting,"extract, transform and load data into a target",no partial dependency on part of a composite key,an index covering more than one column
data_system,perf,medium,Which term means: an index containing all columns a query needs?,That describes Covering index.,,,,1,15,ER diagram,Covering index,Data lake,Concurrency
data_system,normalization,medium,Which of these is an example of Normalisation?,splitting repeated data into tables is an example of Normalisation.,,,,2,15,a customer name repeated per order,moving attributes off a partial key,splitting repeated data into tables,"all customers, orders if any"
data_system,transactions,medium,Which of these is an example of Concurrency?,many users buying simultaneously is an example of Concurrency.,,,,1,15,a customer name repeated per order,many users buying simultaneously,"an index on (last, first)",orders joined to customers
data_system,joins,medium,What best describes Cross join?,Cross join - every combination of rows from both tables.,,,,2,15,an index covering more than one column,undoing a transaction's changes,every combination of rows from both tables,a table stored without a sorted order
