domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
data_literacy,charts,easy,Which term means: a table that summarises data by grouping and aggregating?,That describes Pivot table.,,,,1,10,Proportion,Pivot table,Percentage,Timeliness
data_literacy,charts,easy,Which of these is an example of Trend line?,a best-fit line on a scatter plot is an example of Trend line.,,,,3,10,the middle salary in a list,last year's average as a target,500 surveyed voters,a best-fit line on a scatter plot
data_literacy,summary,easy,What best describes Weighted average?,Weighted average - an average where some values count more than others.,,,,1,10,the degree to which required data is present,an average where some values count more than others,categories that have a meaningful order,a value out of one hundred
data_literacy,reading,easy,What best describes Distribution?,Distribution - how values are spread across the data.,,,,1,10,the value that appears most often,how values are spread across the data,a single value summarising the centre of the data,a reference value used for comparison
data_literacy,quality,easy,Which term means: data agreeing across records and sources?,That describes Consistency.,,,,0,10,Consistency,Continuous data,Data cleaning,Pivot table
data_literacy,quality,easy,Which of these is an example of Completeness?,no missing phone numbers is an example of Completeness.,,,,3,10,the same date format everywhere,a customer ID,the grand total of a column,no missing phone numbers
data_literacy,reading,easy,What best describes Rate?,Rate - a quantity measured per unit of another.,,,,0,10,a quantity measured per unit of another,the entire group being studied,checking that data meets expected rules,"fixing or removing incorrect, incomplete or duplicate data"
data_literacy,charts,easy,What best describes Pivot table?,Pivot table - a table that summarises data by grouping and aggregating.,,,,3,10,a screen combining several charts and metrics,checking that data meets expected rules,categories that have a meaningful order,a table that summarises data by grouping and aggregating
data_literacy,charts,easy,Which of these is an example of Heatmap?,activity by hour and day is an example of Heatmap.,,,,2,10,3 out of 4 customers,a correctly recorded address,activity by hour and day,sales summed by month
data_literacy,charts,easy,Which term means: a screen combining several charts and metrics?,That describes Dashboard.,,,,0,10,Dashboard,Rate,Completeness,Percentage
data_literacy,data types,easy,Which of these is an example of Identifier?,a customer ID is an example of Identifier.,,,,1,10,sales by product within region,a customer ID,the same date format everywhere,500 surveyed voters
data_literacy,reading,easy,Which of these is an example of Ratio?,two staff per customer is an example of Ratio.,,,,2,10,the same date format everywhere,ages grouped into bins,two staff per customer,study time and grades rising together
data_literacy,reading,easy,Which term means: the relative size of two quantities?,That describes Ratio.,,,,1,10,Frequency,Ratio,Mode,Median
data_literacy,summary,easy,Which term means: a running sum that grows as values are added?,That describes Cumulative total.,,,,3,10,Discrete data,Box plot,Completeness,Cumulative total
data_literacy,summary,easy,Which term means: a single value summarising the centre of the data?,That describes Average.,,,,2,10,Benchmark,Mode,Average,Pivot table
data_literacy,data types,easy,Which of these is an example of Discrete data?,number of children is an example of Discrete data.,,,,0,10,number of children,all customers of a shop,sales by product within region,sales per day
data_literacy,quality,easy,What best describes Timeliness?,Timeliness - how up to date the data is.,,,,1,10,checking that data meets expected rules,how up to date the data is,a statistical relationship between two variables,a reference value used for comparison
data_literacy,quality,easy,Which of these is an example of Data cleaning?,removing blank rows is an example of Data cleaning.,,,,2,10,figures refreshed this morning,last year's average as a target,removing blank rows,the mean of all scores
