domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
python,comprehensions,medium,"What does [x * 2 for x in [1, 2, 3]] produce?","A list comprehension applies the expression to each item, giving [2, 4, 6].",,,,0,15,"[2, 4, 6]","[1, 2, 3, 1, 2, 3]","[1, 4, 9]",[6]
python,comprehensions,medium,What does [n for n in range(6) if n % 2 == 0] produce?,"The if clause keeps only items that satisfy it, so only the even numbers 0, 2 and 4 survive.",,,,2,15,"[1, 3, 5]","[0, 1, 2, 3, 4, 5]","[0, 2, 4]","[2, 4]"
python,comprehensions,medium,"What does {w: len(w) for w in [""hi"", ""there""]} produce?","A dictionary comprehension builds keys and values together, mapping each word to its length.",,,,1,15,"[""hi"", ""there""]","{""hi"": 2, ""there"": 5}","{2: ""hi"", 5: ""there""}","{""hi"", ""there""}"
python,mutability,medium,Which of these types is immutable?,"Tuples cannot be changed after creation. Lists, dictionaries and sets can all be modified in place.",,,,3,15,list,dict,set,tuple
python,mutability,medium,"a = [1, 2] then b = a then b.append(3). What is a now?","Assignment copies the reference, not the list, so a and b name the same object and both show [1, 2, 3].",Assignment does not copy a list.,,,0,15,"[1, 2, 3]","[1, 2]",[3],An error is raised
python,mutability,medium,How do you make an independent copy of a list named items?,items[:] or list(items) builds a new list. Plain assignment only creates another name for the same object.,,,,1,15,copy = items,copy = items[:],copy = items(),copy == items
python,mutability,medium,Why is a mutable default argument such as def f(x=[]) considered a trap?,"The default is created once when the function is defined, so changes to it persist across every later call.",,,,2,15,It raises an error at definition time,It makes the argument required,"The same list is reused by every call, so changes accumulate",It silently converts the list to a tuple
python,functions,medium,What does *args collect in a function definition?,*args gathers any extra positional arguments into a tuple.,,,,0,15,"Extra positional arguments, as a tuple","Extra keyword arguments, as a dictionary",The names of all parameters,The return values of the function
python,functions,medium,What does **kwargs collect in a function definition?,**kwargs gathers any extra keyword arguments into a dictionary keyed by argument name.,,,,1,15,"Extra positional arguments, as a list","Extra keyword arguments, as a dictionary",Only arguments that have defaults,The functions type annotations
python,functions,medium,What is a lambda in Python?,"A lambda is a small anonymous function written inline, limited to a single expression.",,,,3,15,A loop that runs exactly once,A way to import a module lazily,A special kind of comment,A short anonymous function of one expression
python,sorting,medium,"What does sorted(words, key=len) do?","The key function is applied to each item, and the results decide the order, so words are ordered by length.",,,,2,15,Sorts alphabetically then removes duplicates,Sorts only words of the same length,Sorts the words from shortest to longest,Returns the length of each word
python,sorting,medium,How do you sort a list from largest to smallest?,Pass reverse=True to sorted() or sort() to flip the ordering.,,,,0,15,"sorted(items, reverse=True)","sorted(items, desc=True)",sorted(items).reverse,"sorted(items, order=""desc"")"
python,sorting,medium,What does sorted() do to the list you pass it?,sorted() leaves the original untouched and returns a new sorted list.,,,,1,15,Sorts it in place and returns None,Leaves it unchanged and returns a new list,Sorts it in place and returns it,Removes duplicates while sorting
python,scope,medium,What does the global keyword do inside a function?,It tells Python that assignments to that name should change the module-level variable rather than create a local one.,,,,0,15,Lets the function assign to a module-level variable,Makes a local variable visible to other functions automatically,Imports a variable from another module,Prevents the variable from ever changing
python,scope,medium,Why can a function read a module-level variable without declaring anything?,Name lookup falls back to enclosing and global scopes when a name is not local. Only assignment requires the global keyword.,,,,2,15,Because all variables in Python are global,Because functions copy all outer variables when defined,Because name lookup falls back to the enclosing and global scopes,Because reading a variable creates a local copy of it
python,errors,medium,What does the finally block of a try statement guarantee?,"finally runs whether or not an exception was raised, which makes it the right place for cleanup.",,,,1,15,It runs only when no error occurred,It runs whether or not an error occurred,It runs only when an error occurred,It suppresses any error that was raised
python,errors,medium,Why is except Exception preferred over a bare except?,"A bare except also catches control-flow exceptions such as KeyboardInterrupt, making a program hard to stop or debug.",,,,0,15,A bare except also swallows interrupts and system-exit signals,A bare except is a syntax error in Python 3,A bare except is slower to execute,A bare except cannot be followed by finally
python,errors,medium,"What does raise ValueError(""bad input"") do?","raise deliberately triggers an exception, which propagates until something catches it.",,,,3,15,Prints the message and continues,Logs a warning without stopping,Converts the message into a return value,Raises an exception that stops normal execution
python,dicts,medium,"What does d.get(""k"", 0) return when the key k is missing?","The second argument to get() is the fallback returned when the key is absent, here 0.",,,,1,15,None,0,An error,An empty string
python,dicts,medium,"What does d.setdefault(""k"", []) do?","It returns the existing value for the key, or inserts the default and returns that when the key is missing.",,,,0,15,"Returns the value, inserting the default first if the key is missing",Always overwrites the key with an empty list,Removes the key if it holds an empty list,Checks whether the key exists without changing anything
python,dicts,medium,How can you loop over a dictionary getting both keys and values?,"items() yields key and value pairs, which unpack neatly into two loop variables.",,,,2,15,for k in d.keys(),for v in d.values(),"for k, v in d.items()","for k, v in d.keys()"
python,dicts,medium,"What does {**a, **b} produce when a and b are dictionaries?","It merges them into a new dictionary, with keys from b winning any conflicts.",,,,3,15,A list of both dictionaries,A set of all keys,"An error, because dictionaries cannot be unpacked",A merged dictionary where b wins on duplicate keys
python,sets,medium,"What does {1, 2, 3} & {2, 3, 4} evaluate to?","The & operator on sets gives the intersection, the items present in both.",,,,0,15,"{2, 3}","{1, 4}","{1, 2, 3, 4}",{}
python,sets,medium,"What does {1, 2, 3} - {2} evaluate to?","Subtracting sets gives the difference, the items in the first that are not in the second.",,,,2,15,{2},"{1, 2, 3}","{1, 3}",{}
python,sets,medium,Why is checking membership in a set usually faster than in a list?,"A set is hash-based, so lookups take roughly constant time. A list must be scanned item by item.",,,,1,15,Sets are always shorter than lists,"Sets use hashing, so lookup does not scan every item",Sets are stored in sorted order and binary-searched,Sets keep an index of the last item found
python,tuples,medium,"What does a, b = b, a do?","The right side is built as a tuple first, then unpacked, so the two variables swap values in one step.",,,,0,15,Swaps the values of a and b,Sets both a and b to b,Raises a syntax error,Creates a tuple named a
python,tuples,medium,Why can a tuple be used as a dictionary key when a list cannot?,"Dictionary keys must be hashable, which requires immutability. Tuples are immutable, lists are not.",,,,2,15,Tuples are shorter than lists,Tuples can only hold strings,Tuples are immutable and therefore hashable,Lists are stored outside the dictionary
python,strings,medium,"What does ""a,b,,c"".split("","") return?","split() creates an entry for every separator, so the empty field between the two commas becomes an empty string.",,,,3,15,"[""a"", ""b"", ""c""]","[""a"", ""b"", "" "", ""c""]",An error,"[""a"", ""b"", """", ""c""]"
python,strings,medium,Why are strings described as immutable in Python?,You cannot change a character in place. Methods such as replace() return a new string and leave the original alone.,,,,0,15,Their contents cannot change; methods return new strings,They cannot be passed to functions,They cannot be compared with ==,They cannot be stored in lists
python,strings,medium,"What does ""Total: {}"".format(7) produce?","format() substitutes its arguments into the braces, giving ""Total: 7"".",,,,1,15,"""Total: {}""","""Total: 7""","""Total: {7}""",An error
python,iterators,medium,What is the practical difference between range(1000000) and a list of the same numbers?,"range produces values on demand and stores only its bounds, so it uses a fixed small amount of memory.",,,,2,15,There is none; range builds a list internally,range is slower to iterate,range generates values on demand instead of storing them all,range can only be looped over once
python,iterators,medium,What does a generator expression such as (x * x for x in nums) give you?,It produces values lazily one at a time rather than building the whole sequence in memory.,,,,0,15,An object that yields values one at a time,A list of squared values,A tuple of squared values,A function that must be called to run
python,iterators,medium,What happens if you loop over the same generator twice?,"A generator is exhausted after one pass, so the second loop sees nothing.",,,,1,15,It restarts from the beginning,The second loop produces no items,It raises a TypeError,It doubles every value
python,functions,medium,What does the yield keyword do in a function?,"yield turns the function into a generator, producing a value and pausing until the next one is requested.",,,,3,15,Ends the function like return,Pauses the whole program,Declares a variable as read-only,Produces a value and suspends the function until the next request
python,comparison,medium,"What does [1, 2] == [1, 2] evaluate to, and why?","Lists compare element by element, so two lists with equal contents are equal even though they are different objects.",,,,0,15,"True, because their contents match","False, because they are different objects","True, because they share memory",It raises a TypeError
python,comparison,medium,"What does ""10"" < ""9"" evaluate to?","Comparing strings works character by character. The character 1 comes before 9, so ""10"" is considered smaller.","These are strings, not numbers.",,,2,15,"False, because 10 is bigger than 9",It raises a TypeError,"True, because it compares text character by character","False, because the lengths differ"
python,operators,medium,What does the walrus operator := do?,"It assigns a value and produces it at the same time, so a name can be bound inside an expression such as a while condition.",,,,1,15,Compares two values for identity,Assigns a value inside an expression and returns it,Declares a constant,Unpacks a tuple into variables
python,files,medium,Why is the with statement preferred for opening files?,"A with block closes the file automatically when it exits, even if an error is raised inside.",,,,0,15,"It closes the file automatically, even on error",It reads the file faster,It allows two files to share one handle,It converts the file contents to a list
python,files,medium,"What does opening a file in mode ""w"" do to an existing file?",Mode w truncates the file to nothing before writing. Use mode a to add to the end instead.,,,,2,15,Adds new content at the end,Raises an error because the file exists,Erases the existing contents,Opens it read-only
python,modules,medium,"What is the purpose of the if __name__ == ""__main__"": guard?","It runs the block only when the file is executed directly, not when it is imported by another module.",,,,3,15,It defines the entry point of every Python program,It prevents the file from being imported at all,It makes the module load faster,It runs the block only when the file is run directly
python,complexity,medium,Roughly how does the time to find an item in an unsorted list grow with its length?,"A scan must check items one by one, so the time grows in proportion to the length of the list.",,,,0,15,In proportion to the length,It stays constant,In proportion to the square of the length,It falls as the list grows
python,complexity,medium,Which structure is the best choice for repeatedly testing whether a value has been seen before?,"A set gives near-constant-time membership tests, unlike a list which must be scanned.",,,,1,15,A list,A set,A tuple,A string
python,idioms,medium,What is the idiomatic way to check whether a list named items is empty?,"An empty list is falsy, so if not items reads naturally and works for any sequence.",,,,2,15,if len(items) == 0 is the only correct form,if items == None,if not items,if items.empty()
python,idioms,medium,What does the None-safe pattern if value is None test for?,"is None checks identity against the single None object, which is the reliable way to test for absence.",,,,0,15,Whether the variable holds no value at all,Whether the variable is zero,Whether the variable is an empty string,Whether the variable was ever assigned
python,idioms,medium,Why should you avoid modifying a list while looping over it?,"Removing items shifts later positions, so the loop skips elements. Build a new list or iterate over a copy instead.",,,,1,15,It raises a SyntaxError,The shifting positions cause items to be skipped,The loop runs twice as many times,Python silently converts the list to a tuple
python,classes,medium,What does the self parameter refer to in a method?,"self is the particular object the method was called on, giving access to that objects attributes.",,,,3,15,The class itself,The module the class lives in,The method currently running,The instance the method was called on
python,classes,medium,When does the __init__ method of a class run?,"__init__ runs automatically right after a new instance is created, to set up its starting state.",,,,0,15,When a new instance is created,When the class is defined,When the instance is deleted,Every time any method is called
python,classes,medium,What is the difference between a class and an instance?,A class is the template describing structure and behaviour; an instance is one concrete object built from it.,,,,2,15,They are two words for the same thing,A class is created from an instance,"A class is the template, an instance is one object built from it","A class holds data, an instance holds only methods"
python,style,medium,What does PEP 8 recommend for indentation?,PEP 8 asks for four spaces per indentation level and advises against mixing tabs and spaces.,,,,1,15,One tab character,Four spaces,Two spaces,Eight spaces
python,style,medium,Which name follows PEP 8 for a normal function?,"PEP 8 uses lower case with underscores for functions and variables, reserving CapWords for class names.",,,,0,15,calculate_total,CalculateTotal,calculateTotal,CALCULATE_TOTAL
