domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
machine_learning,evaluation,easy,What does a confusion matrix show?,"It lays out predicted classes against actual classes, so you can see exactly which kinds of mistake are being made.",,,,0,10,"Predicted classes against actual classes, showing each kind of mistake",How confused the training process became,The correlation between every pair of features,How accuracy changed during training
machine_learning,evaluation,easy,What is a false positive?,A false positive is a case the model flagged as positive when it was actually negative.,,,,1,10,A positive case the model missed,A negative case the model wrongly flagged as positive,A correct positive prediction,A case the model refused to classify
machine_learning,evaluation,easy,What is a false negative?,A false negative is a genuinely positive case that the model failed to flag.,,,,2,10,A negative case wrongly flagged as positive,A correct negative prediction,A positive case the model missed,A prediction made with low confidence
machine_learning,evaluation,easy,What does precision measure?,"Precision asks: of everything the model flagged as positive, what share really was positive?","Precision looks at the predictions, recall looks at the real cases.",,,0,10,"Of the cases flagged positive, how many really were","Of the real positive cases, how many were found",How close repeated predictions are to each other,The share of all predictions that were correct
machine_learning,evaluation,easy,What does recall measure?,"Recall asks: of all the genuinely positive cases, what share did the model find?",,,,3,10,"Of the cases flagged positive, how many really were",How quickly the model returns a prediction,How often the model changes its mind,"Of the real positive cases, how many the model found"
machine_learning,evaluation,easy,"For a cancer screening test, which error type is usually more costly?","A false negative sends a sick patient home untreated, which is generally far worse than the extra checks a false positive causes.",,,,1,10,A false positive,A false negative,They are always equally costly,"Neither, since accuracy covers both"
machine_learning,evaluation,easy,"For a spam filter, which error type usually annoys users most?","A false positive silently hides a real message, which is worse than a spam email slipping into the inbox.",,,,0,10,"A false positive, because a real message is hidden","A false negative, because spam reaches the inbox",Both are equally serious,Neither matters if accuracy is high
machine_learning,evaluation,easy,Why do precision and recall usually trade off against each other?,"Flagging more cases catches more true positives but also more false ones, so raising recall tends to lower precision.",,,,2,10,Because they measure the same thing differently,Because they are computed on different datasets,Because flagging more cases finds more true positives but also more false ones,Because precision applies to regression and recall to classification
machine_learning,evaluation,easy,What is the F1 score?,"F1 combines precision and recall into a single number, and is low unless both are reasonably high.",,,,0,10,A single score combining precision and recall,The accuracy of the first fold in cross-validation,The share of features that were useful,The error on the first training run
machine_learning,evaluation,easy,Which metric is appropriate for a regression model?,"Regression errors are measured as distances, for example mean absolute error. Accuracy and recall apply to classification.",,,,3,10,Accuracy,Recall,Precision,Mean absolute error
machine_learning,evaluation,easy,What does mean squared error penalise more heavily than mean absolute error?,"Squaring makes large errors count disproportionately, so MSE is much more sensitive to big misses.",,,,1,10,"Small, frequent errors",Large individual errors,Errors on the training set only,Errors on rare classes
machine_learning,validation,easy,What is a validation set for?,"A validation set is used while developing the model, to compare options and tune settings, keeping the test set untouched until the end.",,,,0,10,Comparing options and tuning settings without touching the test set,Checking the data for missing values,Adding extra examples to training,Measuring how long training takes
machine_learning,validation,easy,What does k-fold cross-validation do?,"It splits the data into k parts and trains k times, each time holding out a different part, then averages the results.",,,,2,10,Trains k separate models and keeps the best one,Splits each feature into k ranges,"Trains k times, holding out a different part each time, and averages the scores",Repeats training k times on the same split
machine_learning,validation,easy,Why is cross-validation useful on a small dataset?,"Every example gets used for both training and evaluation across the folds, giving a more stable estimate than one small split.",,,,1,10,It creates additional training examples,"Every example is used for both training and evaluation, steadying the estimate",It removes the need for a test set entirely,It makes the model train faster
machine_learning,leakage,easy,What is data leakage?,"Leakage is when information that would not be available at prediction time reaches the model during training, inflating its scores.",,,,0,10,Information unavailable at prediction time reaching the model during training,Training data being lost from storage,A model file being shared accidentally,Missing values spreading through a dataset
machine_learning,leakage,easy,Why does scaling features using the whole dataset before splitting cause leakage?,"The scaling absorbs information from the test rows, so the model has indirectly seen them.",,,,2,10,It changes the labels,It makes the split uneven,The scaling carries information from the test rows into training,It removes outliers from the test set
machine_learning,leakage,easy,A model predicting loan default has a feature called amount_recovered_after_default. What is wrong?,"That value only exists after the outcome is known, so it leaks the answer and the model will fail in production.",,,,0,10,"It only exists after the outcome, so it leaks the answer",It is measured in the wrong units,It has too many missing values,It is correlated with another feature
machine_learning,leakage,easy,Why does a model with suspiciously perfect test performance deserve scrutiny?,Near-perfect scores usually indicate leakage or a duplicated split rather than a genuinely excellent model.,,,,1,10,Because perfect scores are impossible to compute,Because it usually signals leakage or overlapping train and test data,Because the test set must be too large,Because accuracy is not defined above 99 percent
machine_learning,features,easy,What is feature engineering?,"Feature engineering creates more useful inputs from the raw data, such as turning a birth date into an age.",,,,3,10,Choosing which algorithm to use,Removing rows with missing values,Tuning the settings of the model,Creating more useful inputs from the raw data
machine_learning,features,easy,Why is a raw timestamp often a poor feature on its own?,"The useful signal is usually in derived parts such as hour of day or day of week, not the raw instant, which never repeats.",,,,0,10,"The signal usually lies in derived parts like hour or weekday, not the raw instant",Timestamps cannot be stored numerically,Timestamps always contain errors,Models cannot read dates at all
machine_learning,features,easy,What does one-hot encoding do to a categorical column?,"It replaces the category with one yes or no column per possible value, so no false ordering is implied.",,,,1,10,"Replaces categories with the numbers 1, 2, 3 and so on",Creates one yes or no column for each possible category,Removes the column if it has too many categories,Sorts the categories alphabetically
machine_learning,features,easy,"Why is labelling categories as 1, 2 and 3 risky for an unordered category like city?","Numbering implies an order and a spacing that do not exist, and some models will treat city 3 as greater than city 1.",,,,0,10,It implies an order and spacing between cities that do not exist,It uses more memory than text,It prevents the column from being sorted,Models cannot handle integer columns
machine_learning,features,easy,Why does feature scaling matter for distance-based methods such as k-nearest neighbours?,"A feature measured in large units dominates the distance calculation, drowning out features on smaller scales.",,,,2,10,Because unscaled features cannot be stored,Because scaling removes outliers,Because a large-scale feature dominates the distance and hides the others,Because distances must be whole numbers
machine_learning,features,easy,"What is the curse of dimensionality, informally?","As the number of features grows, the space becomes so sparse that examples are all far apart and patterns are harder to find.",,,,1,10,Models refuse to run beyond a fixed number of columns,With many features the data becomes sparse and patterns get harder to find,Extra features always cause missing values,High-dimensional data cannot be visualised at all
machine_learning,features,easy,Why can adding more features sometimes make a model worse?,"Irrelevant or noisy features give the model more opportunity to fit coincidences, which hurts performance on new data.",,,,0,10,Noisy or irrelevant features give the model more coincidences to fit,Extra features always slow prediction below a usable speed,Models can only handle ten features,Extra features remove the need for training data
machine_learning,algorithms,easy,What is an ensemble method?,"An ensemble combines several models, so their individual errors partly cancel and the result is more reliable.",,,,3,10,A model trained on several datasets at once,A model with several output columns,A model that retrains itself continuously,Several models combined so their errors partly cancel
machine_learning,algorithms,easy,What does a random forest combine?,"A random forest averages the predictions of many decision trees, each trained on a different sample of the data and features.",,,,0,10,Many decision trees trained on different samples,A decision tree and a neural network,Several datasets into one table,Many predictions from the same single tree
machine_learning,algorithms,easy,Why is a single deep decision tree prone to overfitting?,"Left unrestricted it keeps splitting until it isolates individual training examples, memorising them rather than learning a pattern.",,,,1,10,Because it ignores most of the features,Because it can keep splitting until it isolates individual training examples,Because it can only handle numeric data,Because it always uses the whole dataset at each split
