domain,subdomain,difficulty,description,explanation,hint,calculator,verified,correct,point,choice0,choice1,choice2,choice3
marketing,4ps,beginner,What does the '4 Ps' of marketing stand for?,The 4 Ps are Product - Price - Place - and Promotion. They form the core marketing mix framework.,,,,2,5,People - Process - Price - Promotion,Product - Price - Process - People,Product - Price - Place - Promotion,Product - Place - People - Process
marketing,segmentation,beginner,What is market segmentation?,Market segmentation is the process of dividing a broad market into distinct subgroups of consumers who have common needs or characteristics.,,,,0,5,Dividing a market into smaller groups with similar needs,Setting a single price for all customers,Creating one product for everyone,Advertising to the largest possible audience
marketing,branding,beginner,What is a brand?,A brand is a name - term - design - symbol - or any feature that identifies a seller's product or service as distinct from those of other sellers.,,,,1,5,A type of advertisement,The identity that distinguishes a product from competitors,The legal registration of a company name,A product's price point
marketing,market-research,beginner,What is primary research in marketing?,Primary research involves collecting new data directly from sources through surveys - interviews - focus groups - or observations.,,,,3,5,Using published industry reports,Analyzing competitor data,Reviewing government statistics,Gathering new original data directly from respondents
marketing,pricing-strategy,beginner,What is a 'price skimming' strategy?,Price skimming involves setting a high initial price for a new product and then gradually lowering it as competition increases.,,,,0,5,Launching a product at a high price then lowering it over time,Setting the lowest possible price to gain market share,Pricing a product based on its production cost,Matching competitor prices exactly
marketing,digital-marketing,beginner,What does SEO stand for?,SEO stands for Search Engine Optimization - the practice of improving a website's visibility in organic search engine results.,,,,2,5,Social Engagement Online,Site Efficiency Output,Search Engine Optimization,Sponsored Editorial Outreach
marketing,consumer-behavior,beginner,What is the first stage of the consumer buying process?,The first stage is problem recognition - when the consumer identifies a need or want that requires fulfillment.,,,,1,5,Information search,Problem recognition,Evaluation of alternatives,Purchase decision
marketing,product-lifecycle,beginner,What are the four stages of the product lifecycle?,The four stages are Introduction - Growth - Maturity - and Decline. Each stage requires a different marketing strategy.,,,,0,5,Introduction - Growth - Maturity - Decline,Launch - Expansion - Peak - End,Design - Build - Sell - Retire,Awareness - Interest - Desire - Action
marketing,promotion-mix,beginner,Which of the following is NOT a component of the promotion mix?,The promotion mix includes advertising - personal selling - sales promotion - public relations - and direct marketing. Packaging is not part of the promotion mix.,,,,3,5,Advertising,Personal selling,Public relations,Packaging
marketing,distribution-channels,beginner,What is a distribution channel?,A distribution channel is the path through which goods or services travel from the producer to the final consumer.,,,,2,5,A TV channel used for advertising,The pricing structure for a product,The route products take from producer to consumer,A segment of the target market
marketing,positioning,beginner,What does 'product positioning' mean in marketing?,Product positioning refers to the place a product occupies in consumers' minds relative to competing products based on attributes important to the buyer.,,,,1,5,The physical location where a product is sold,How consumers perceive a product relative to competitors,The shelf location in a retail store,The stage a product is in its lifecycle
marketing,4ps,beginner,Which element of the marketing mix refers to how a product is distributed to consumers?,Place refers to how and where products are made available to consumers - including distribution channels and locations.,,,,3,5,Product,Price,Promotion,Place
marketing,branding,beginner,What is brand equity?,Brand equity is the value a brand adds to a product beyond its functional benefits - based on consumer perceptions and associations.,,,,0,5,The additional value a brand gives to a product,The total number of a brand's products,The cost to register a brand legally,The brand's advertising budget
marketing,segmentation,beginner,What is demographic segmentation?,Demographic segmentation divides the market based on measurable population variables such as age - gender - income - education - and family size.,,,,2,5,Segmenting by personality and lifestyle,Segmenting by region and location,Segmenting by age - gender - income - and similar measurable traits,Segmenting by purchase history
marketing,market-research,beginner,What is secondary research?,Secondary research uses existing data collected by others - such as government reports - industry publications - and academic studies.,,,,1,5,Conducting interviews with customers,Using data that was previously collected by others,Running focus groups,Observing customers in stores
marketing,pricing-strategy,beginner,What is cost-plus pricing?,Cost-plus pricing is a strategy where a fixed percentage (markup) is added to the total cost of producing a product to determine its selling price.,,,,3,5,Setting price based on what competitors charge,Setting price based on what customers are willing to pay,Setting the lowest possible price to attract customers,Adding a markup percentage to production costs
marketing,digital-marketing,beginner,What is email marketing?,Email marketing involves sending commercial messages to a group of people via email to promote products - services - or build customer relationships.,,,,0,5,Sending promotional messages directly to customers via email,Placing ads on email provider websites,Buying email lists from data brokers,Creating email templates for internal use
marketing,consumer-behavior,beginner,What is brand loyalty?,Brand loyalty is the tendency of consumers to consistently choose the same brand over competing brands due to satisfaction and positive associations.,,,,2,5,A marketing campaign targeting returning customers,A discount offered to repeat buyers,When consumers repeatedly prefer and buy one brand over others,A legal agreement between a brand and its distributors
marketing,product-lifecycle,beginner,During which product lifecycle stage are sales at their peak?,Sales are highest during the Maturity stage - when the product has wide market acceptance. After this - sales begin to decline.,,,,1,5,Introduction,Maturity,Growth,Decline
marketing,promotion-mix,beginner,What is advertising?,Advertising is any paid - non-personal form of communication that promotes ideas - goods - or services by an identified sponsor.,,,,3,5,A word-of-mouth recommendation,A loyalty rewards program,A direct sales conversation with a customer,Paid non-personal communication to promote a product or service
marketing,4ps,beginner,What does the 'Product' element of the marketing mix include?,The Product element covers the actual goods or services offered - including features - quality - design - brand name - and packaging.,,,,0,5,The actual goods or services offered including features and design,Only the physical packaging of an item,The price at which a product is sold,The outlets where a product is available
marketing,segmentation,beginner,What is psychographic segmentation?,Psychographic segmentation divides consumers based on psychological characteristics such as lifestyle - values - personality - and interests.,,,,1,5,Dividing consumers by age and income,Dividing consumers by lifestyle - values - and personality,Dividing consumers by geographic location,Dividing consumers by buying frequency
marketing,swot,beginner,What does SWOT stand for in marketing analysis?,SWOT stands for Strengths - Weaknesses - Opportunities - and Threats. It is a framework for analyzing internal and external factors affecting a business.,,,,2,5,Sales - Workflow - Output - Targets,Strategy - Workforce - Operations - Timing,Strengths - Weaknesses - Opportunities - Threats,Supply - Wholesale - Ownership - Taxation
marketing,market-research,beginner,What is a focus group?,A focus group is a small group of people brought together to discuss a product - service - or marketing concept under the guidance of a moderator.,,,,0,5,A group of consumers led by a moderator to gather opinions,A team of marketing analysts in a company,A group of investors evaluating a business plan,A survey sent to thousands of customers
marketing,branding,beginner,What is a logo?,A logo is a visual symbol or design used to identify a company - organization - product - or brand.,,,,3,5,A written slogan used in advertising,A color scheme chosen for packaging,A jingle used in commercials,A visual symbol that identifies a brand
marketing,digital-marketing,beginner,What is social media marketing?,Social media marketing uses platforms like Instagram - Facebook - and Twitter to promote products - engage audiences - and build brand awareness.,,,,1,5,Buying follower lists for social accounts,Promoting products and engaging customers via social media platforms,Creating a company intranet,Running print ads in newspapers
marketing,pricing-strategy,beginner,What is penetration pricing?,Penetration pricing is a strategy of setting a low initial price to attract customers quickly and gain market share - with plans to raise prices later.,,,,2,5,Charging the highest price the market will bear,Matching the price of the market leader,Setting a low initial price to quickly gain market share,Adding a percentage markup to costs
marketing,consumer-behavior,beginner,What is the difference between a 'need' and a 'want' in marketing?,A need is a basic requirement for survival (food - shelter) while a want is a desire for a specific way to satisfy that need - shaped by culture and individual preference.,,,,0,5,"A need is a basic requirement; a want is a desire shaped by culture and personality","A need is optional; a want is essential","A need is for luxury goods; a want is for everyday items","A need is created by advertising; a want is innate"
marketing,distribution-channels,beginner,What is a 'direct' distribution channel?,A direct distribution channel has no intermediaries - the producer sells directly to the consumer (e.g. a farm selling at a farmers market).,,,,3,5,Selling through a network of retailers,Using wholesalers to reach retailers,Partnering with distributors in other countries,Selling directly from producer to consumer with no intermediaries
marketing,4ps,beginner,What is the role of 'Promotion' in the marketing mix?,Promotion encompasses all activities used to communicate the product's benefits to the target audience and persuade them to buy.,,,,1,5,Reducing the selling price during a sale,Communicating product benefits to persuade target customers to buy,Choosing where the product will be sold,Designing and improving the product
marketing,segmentation,beginner,What is geographic segmentation?,Geographic segmentation divides the market based on physical location such as country - region - city size - or climate.,,,,2,5,Dividing consumers by age and gender,Dividing consumers by lifestyle and values,Dividing consumers by location such as region or city,Dividing consumers by income and education level
marketing,competitive-analysis,beginner,What is a competitor in a market?,A competitor is another company that offers similar products or services to the same target market - competing for the same customers.,,,,0,5,A company selling similar products to the same target customers,A company that supplies raw materials to a business,A firm that distributes products on behalf of a manufacturer,A government agency that regulates an industry
marketing,branding,beginner,What is a brand slogan?,A brand slogan is a short - memorable phrase used in marketing communications to express a brand's essence or key benefit.,,,,3,5,The official name of a company,A product's pricing strategy,A visual logo mark,A short memorable phrase expressing a brand's essence
marketing,market-research,beginner,What is a survey in marketing research?,A survey is a structured data collection method where respondents answer a set of questions - used to gather opinions - preferences - or behavior data.,,,,1,5,An observation of consumers in a store,A set of questions used to gather data from respondents,An analysis of sales records,A review of competitor advertising
marketing,product-lifecycle,beginner,During the Introduction stage of the product lifecycle - sales tend to be:,During the Introduction stage - sales are low because the product is new and awareness is still being built among consumers.,,,,0,5,Low because the product is new and not yet widely known,High because customers are excited about new products,Declining because the product is losing relevance,Stable because repeat buyers sustain demand
marketing,promotion-mix,beginner,What is public relations (PR) in marketing?,Public relations involves managing a company's reputation and building positive relationships with the public - media - and other stakeholders without paid advertising.,,,,2,5,Paying influencers to promote a product,Offering discounts to loyal customers,Managing a brand's reputation and media relationships without paid advertising,Sending promotional emails to a customer list
marketing,ansoff-matrix,beginner,What does the Ansoff Matrix help marketers do?,The Ansoff Matrix helps businesses identify growth strategies based on whether they are entering new or existing markets with new or existing products.,,,,1,5,Calculate the break-even point for a new product,Identify growth strategies using combinations of new and existing products and markets,Analyze a brand's visual identity,Measure customer satisfaction levels
marketing,digital-marketing,beginner,What is a website 'click-through rate' (CTR)?,Click-through rate (CTR) is the percentage of people who click on a link or ad out of all the people who saw it.,,,,3,5,The total number of visitors to a website,The time a visitor spends on a webpage,The percentage of emails that are opened,The percentage of people who click an ad out of all who viewed it
marketing,consumer-behavior,beginner,Which factor is an example of a social influence on consumer behavior?,Social influences include family - friends - reference groups - and social class. A friend's recommendation is a social influence on purchasing decisions.,,,,0,5,A friend recommending a product,A personal preference for a particular taste,An individual's income level,A person's mood at the time of purchase
marketing,4ps,beginner,Which 'P' of the marketing mix involves decisions about list price - discounts - and payment terms?,Price includes decisions about what to charge - including the base price - discounts - payment terms - and financing options.,,,,2,5,Product,Place,Price,Promotion
marketing,branding,beginner,What is brand awareness?,Brand awareness is the extent to which consumers recognize and recall a brand and associate it with a particular product or service.,,,,1,5,The number of products a brand sells,How well consumers recognize and recall a brand,The total sales revenue of a brand,The number of countries where a brand operates
marketing,distribution-channels,beginner,What is a retailer in a distribution channel?,A retailer is an intermediary that buys goods from wholesalers or manufacturers and sells them directly to final consumers.,,,,3,5,A company that manufactures products,A company that ships products overseas,A company that stores goods in a warehouse,A business that sells goods directly to final consumers
marketing,pricing-strategy,beginner,What is a 'loss leader' pricing strategy?,A loss leader is a product sold at below cost or at a very low price to attract customers to a store - with the expectation they will also buy other profitable items.,,,,0,5,Selling one product at a very low price to attract customers who will buy other items,Reducing prices across all products permanently,Raising prices to signal higher quality,Setting prices equal to competitors
marketing,segmentation,beginner,What is behavioral segmentation?,Behavioral segmentation divides consumers based on their behaviors toward a product - such as usage rate - loyalty - purchase occasion - and benefits sought.,,,,2,5,Dividing consumers by their age and income,Dividing consumers by their geographic location,Dividing consumers by their buying behavior - usage - and loyalty,Dividing consumers by their personality and values
marketing,market-research,beginner,What is an 'observation' method of primary research?,The observation method involves watching and recording consumer behaviors in natural settings without direct interaction.,,,,1,5,Asking customers to complete a written questionnaire,Watching and recording consumer behavior without interacting with them,Hosting a discussion group of target customers,Reviewing past sales records
marketing,consumer-behavior,beginner,What is cognitive dissonance in consumer behavior?,Cognitive dissonance is the discomfort a buyer feels after making a purchase - questioning whether they made the right choice.,,,,3,5,The excitement felt when buying a new product,The process of comparing products before buying,The influence of advertising on purchasing decisions,Post-purchase doubt or discomfort about a buying decision
marketing,swot,beginner,In a SWOT analysis - 'Opportunities' refers to:,Opportunities are external factors in the environment that a company could exploit to its advantage - such as a growing market or a competitor's weakness.,,,,0,5,External factors a business can capitalize on for growth,Internal strengths that give a company an advantage,Internal weaknesses that put a company at a disadvantage,External threats that could harm a business
marketing,positioning,beginner,What is a 'unique selling proposition' (USP)?,A unique selling proposition is the one feature or benefit that makes a product different from and better than the competition in the eyes of the target market.,,,,2,5,The lowest price offered by a company,A tagline used in television advertisements,The key feature that makes a product stand out from competitors,The geographic area where a product is sold
marketing,promotion-mix,beginner,What is sales promotion?,Sales promotion refers to short-term incentives designed to encourage the immediate purchase of a product - such as coupons - discounts - and contests.,,,,1,5,Long-term advertising campaigns on television,Short-term incentives like coupons and contests to boost immediate sales,Building relationships with journalists and media,Training a sales team to improve their pitch
marketing,digital-marketing,beginner,What is content marketing?,Content marketing is a strategy that involves creating and distributing valuable - relevant content to attract and retain a target audience and ultimately drive profitable customer action.,,,,3,5,Paying for banner ads on websites,Sending bulk SMS messages to customers,Buying sponsored posts on social media,Creating valuable content to attract and engage a target audience
